protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa000726_T001,TRUE,Master Protein,Sn00001aa000726_T001,8,2,3,357,NA,0.582,1.033,0.972626369178432,NA,1,NA,178.9,104.1,90,93,43.51,25.34,NA,36.45,High,0,7.324,2,39.2,5.76,9.02,2,0,8.3,15.1,26.7,5.4,15.6,2.1,20,0,6.1,2.7,17.8,44,45.3,16.2,26.8,25.6,22.1,0,17.6,29.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004498_T002,TRUE,Master Protein,Sn00001aa004498_T002,10,6,8,703,NA,1.034,1.744,0.99867330351263806,0.574599149448089,1,1,65.6,67.8,119.3,208,17.64,14.19,55.02,9.83,High,0,21.922,1,80,7.11,24.51,6,0,6.5,6.4,11.6,5.8,12.4,0,20.3,4,22,5,13.9,18.6,19.7,17.4,21.3,0,22.5,51.1,63.3,55.1,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa072831_T001,TRUE,Master Protein,Sn00001aa072831_T001,12,3,6,517,NA,1.253,2.01,0.934390409667384,NA,1,NA,151.3,189.5,44.4,89.3,8.44,15.94,NA,18.65,High,0,10.237,1,56.7,5.6,19.24,3,0,33.7,26.4,50.2,34.4,43.8,7.9,20.4,0,13.8,4.7,72.1,76.9,85.2,103.3,75.2,96.3,22.6,0,39.7,51.8,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa054600_T001,TRUE,Master Protein,Sn00001aa054600_T001,13,2,2,232,NA,1.346,1.416,0.688762876304951,0.838087387354704,1,1,108.7,146.3,91.5,129.6,22.06,34.1,60.07,5.86,High,0,6.514,2,23.7,8.81,6.42,2,0,19.8,19.9,22.8,19,30,7.7,20.5,4.4,18.3,4.4,42.4,57.9,38.7,57.1,51.5,93.9,22.7,56.2,52.7,48.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa055648_T001,TRUE,Master Protein,Sn00001aa055648_T001,21,6,16,296,NA,0.552,1.317,0.00835329860262946,NA,0.165121066682798,NA,280,154.7,21.4,28.2,9.38,12.01,NA,8.81,High,0,19.968,2,32.6,6.35,46.17,6,0,138.3,119.6,175.9,54.9,109.1,12.1,20.6,0,9.8,2.9,296.1,348.2,298.4,164.8,187.4,147.5,22.8,0,28.2,32,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa069382_T001,TRUE,Master Protein,Sn00001aa069382_T001,9,4,4,599,NA,1.539,0.956,0.374137318945536,NA,1,NA,123.1,189.5,82.4,78.8,16.33,13.95,20.44,NA,High,0,8.955,1,64.8,8.41,10.44,4,0,23.8,13.6,22.5,20.3,39.5,4.2,20.7,2.4,8.8,0,51,39.6,38.2,61,67.8,51.2,22.9,30.6,25.3,0,High,High,High,High,High,High,High,High,High,Not Found,1
Sn00001aa001232_T002,TRUE,Master Protein,Sn00001aa001232_T002,6,2,4,619,NA,1.165,1.2,0.29351889726598,NA,1,NA,131,152.6,93.5,112.2,8.19,10.72,NA,2.39,High,0,10.836,1,68.4,7.23,13.24,2,0,14.5,12.5,19.3,12.4,22.2,3.7,21.1,0,9.9,2.5,31,36.4,32.7,37.2,38.1,45.1,23.4,0,28.5,27.6,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa091426_T001,TRUE,Master Protein,Sn00001aa091426_T001,16,3,4,286,NA,1.146,1.067,0.999849448017711,NA,1,NA,126.6,145,104.3,111.2,25.34,23.73,44.06,NA,High,0,9.168,3,31.7,6.44,13.11,3,0,13,13.5,27.7,15,17,3.8,21.2,3.5,12,0,27.8,39.3,47,45,29.2,46.3,23.5,44.7,34.5,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa021903_T001,TRUE,Master Protein,Sn00001aa021903_T001,8,2,3,439,NA,0.861,0.678,0.887961577230945,NA,1,NA,150.1,129.3,80.7,54.7,15.3,8.97,NA,NA,High,0,8.111,2,51.3,6.07,9.27,2,0,21.6,11.8,26.1,12.7,19.6,3.3,21.5,0,5.6,0,46.2,34.4,44.3,38.1,33.7,40.2,23.8,0,16.1,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa065825_T001,TRUE,Master Protein,Sn00001aa065825_T001,15,5,16,351,NA,1.524,0.914,0.537148631177396,NA,1,NA,165.6,252.4,41.4,37.8,29.15,6.57,NA,20.24,High,0,18.094,1,38.4,6.93,46.63,5,0,44.9,50.2,51.1,52.7,85.3,11.4,21.7,0,6.6,2.3,96.1,146.2,86.7,158.2,146.5,139,24,0,19,25.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa015744_T001,TRUE,Master Protein,Sn00001aa015744_T001,9,2,2,275,NA,1.21,1.163,0.988293330651671,NA,1,NA,144.2,174.5,73.2,85.1,17.07,10.49,NA,NA,High,0,4.707,2,30.4,9.23,5.67,2,0,22.1,21.3,27.2,17.7,35.9,0,21.7,0,9.7,0,47.3,62,46.1,53.1,61.7,0,24,0,27.9,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035303_T003,TRUE,Master Protein,Sn00001aa035303_T003,13,6,9,684,NA,0.9,1.492,0.992157729243541,NA,1,NA,182.2,164,36.1,53.9,12.94,51.99,NA,5.74,High,0,20.535,1,75.4,8.24,30.72,6,0,52.8,41.8,85.3,59.3,63.8,4.8,21.8,0,12,3.4,113,121.7,144.7,178.1,109.6,58.5,24.1,0,34.5,37.5,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa007285_T001,TRUE,Master Protein,Sn00001aa007285_T001,64,10,125,237,Met-loss [N-Term],1.583,1.085,0.142413778165825,0.998599180037202,0.825859948960641,1,104.7,165.8,97.7,106,24.15,17.87,21.45,30.85,High,0,128.991,1,26,6.8,504.49,10,0,10.8,13,18,16.1,24.5,4.9,22.1,2.6,8.6,3.5,23.1,37.8,30.5,48.3,42.1,59.7,24.5,33.2,24.8,38.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016881_T001,TRUE,Master Protein,Sn00001aa016881_T001,12,2,3,401,NA,1.121,0.906,0.998326976521027,NA,1,NA,111.2,124.7,107.6,97.5,9.84,16.56,NA,NA,High,0,12.865,2,41.5,7.05,15.37,2,0,11.8,8.8,17.7,8.5,18.8,0,22.4,0,7.8,0,25.3,25.6,30,25.5,32.3,0,24.8,0,22.5,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa003793_T001,TRUE,Master Protein,Sn00001aa003793_T001,13,3,18,355,NA,1.455,1.485,0.808916948639136,NA,1,NA,137.7,200.4,16.2,24.1,16.45,2.25,NA,NA,High,0,31.14,1,37.2,5.72,66.61,3,0,99.2,85.8,105.8,105.3,179.9,24.8,22.6,0,12.9,0,212.4,249.8,179.5,316.2,309,302.3,25,0,37.1,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa093379_T001,TRUE,Master Protein,Sn00001aa093379_T001,41,6,107,151,NA,0.941,3.256,0.944103636472382,0.0788907766766026,1,0.358248026461206,77.1,72.5,46.8,152.4,45.02,26.37,16.87,0.57,High,0,59.834,1,17,7.5,382.47,6,0,39.6,12.7,27.5,9.9,29.9,3.6,22.7,2.5,31.9,8.4,84.8,37,46.6,29.7,51.4,43.9,25.1,31.9,91.8,92.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007345_T001,TRUE,Master Protein,Sn00001aa007345_T001,4,2,2,592,NA,1.218,1.214,0.457884362722218,0.975144430388968,1,1,108.1,131.7,96.7,117.4,10.3,40.52,55.4,9.43,High,0.002,3.206,2,67.2,8.31,4.15,2,0,20.5,14.9,21.4,17.6,27.9,7.9,23.2,4.6,17.5,4,43.9,43.4,36.3,52.8,47.9,96.3,25.7,58.7,50.4,44.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa034068_T001,TRUE,Master Protein,Sn00001aa034068_T001,8,2,3,368,NA,0.798,2.649,0.962201491283727,NA,1,NA,35.7,28.5,79,209.3,22.48,69.92,NA,11.82,High,0,7.828,2,39.7,5.69,11.36,2,0,5.4,4,9.9,1.8,9.3,0,23.3,0,25.8,5.7,11.6,11.6,16.8,5.4,16,0,25.8,0,74.3,62.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa053791_T001,TRUE,Master Protein,Sn00001aa053791_T001,5,2,3,503,NA,1.343,1.161,0.995011044739805,NA,1,NA,137.1,184.2,60.2,69.9,10.31,45.46,NA,NA,High,0,7.734,2,53.2,8.29,4.84,2,0,24,21.7,34.6,32.7,45.9,2.9,23.3,0,10.4,0,51.4,63.2,58.7,98.2,78.8,35.3,25.8,0,29.9,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa091473_T001,TRUE,Master Protein,Sn00001aa091473_T001,4,2,2,558,NA,0.915,1.578,0.999724394138745,NA,1,NA,95.9,87.8,95.5,150.7,11.83,43.82,NA,28.96,High,0.001,3.571,1,59.6,8.25,4.22,2,0,10.9,8.9,17.4,6.7,13.8,3.6,23.3,0,17.4,3,23.3,25.9,29.5,20.1,23.7,43.9,25.8,0,50.1,33.1,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa020580_T001,TRUE,Master Protein,Sn00001aa020580_T001,35,2,3,103,NA,1.121,1.256,0.500594209960275,NA,1,NA,138,154.7,64.6,81.1,11.23,15.29,NA,7.38,High,0,13.039,2,11.3,9.54,12.16,2,0,21.8,19,34.3,25.8,36.1,4.8,23.4,0,11.9,2.8,46.7,55.3,58.2,77.5,62,58.5,25.9,0,34.3,30.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa062552_T001,TRUE,Master Protein,Sn00001aa062552_T001,46,9,83,255,NA,1.079,5.759,0.999969114779564,9.75357723534964e-4,1,0.0276532664472558,8.9,9.6,5.1,29.6,15.85,28.75,19.51,20.16,High,0,71.003,1,27.5,8.9,295.62,9,0,25.9,13.9,30.5,10.8,32.5,4.7,23.6,2.7,52,18.1,55.4,40.5,51.7,32.4,55.8,57.3,26.1,34.5,149.7,199.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa038097_T001,TRUE,Master Protein,Sn00001aa038097_T001,21,5,18,275,NA,1.402,0.276,0.687032171625867,NA,1,NA,123.8,173.5,104.7,28.9,23.79,8.2,NA,NA,High,0,24.309,1,29.2,7.4,63.79,5,0,17.7,8,18.2,13.6,26.7,0,23.6,0,2.5,0,37.9,23.3,30.9,40.8,45.9,0,26.1,0,7.2,0,High,High,High,High,High,Not Found,High,Not Found,High,Not Found,1
Sn00001aa034684_T001,TRUE,Master Protein,Sn00001aa034684_T001,8,2,7,453,NA,0.921,1.987,0.999953981017741,0.655159854450923,1,1,44.7,41.2,126,250.5,17.37,74.21,50.25,3.51,High,0,22.874,1,49.2,5.52,28.42,2,0,7.1,0,7,2.3,12.9,0,23.6,4.3,25.5,7,15.2,0,11.9,6.9,22.2,0,26.1,54.9,73.4,77.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa012176_T002,TRUE,Master Protein,Sn00001aa012176_T002,37,13,25,473,NA,0.256,1.339,0.297081839480677,NA,1,NA,346.3,88.6,56.3,75.4,54.23,44.49,3.97,NA,High,0,63.236,1,53.6,5.06,85.45,13,0,23.1,61.1,99,11.5,25,6.4,24,2.2,12.7,0,49.5,177.9,167.9,34.5,42.9,78,26.6,28.1,36.6,0,High,High,High,High,High,High,High,High,High,Not Found,1
Sn00001aa041376_T001,TRUE,Master Protein,Sn00001aa041376_T001,42,6,107,153,NA,1.049,3.654,0.969625783381669,NA,1,NA,80.4,84.3,37,135.1,33.67,56.8,NA,18.77,High,0,63.353,1,17.2,6.07,384.31,6,0,27.3,10.7,36.9,12.7,35.7,9.7,24.3,0,39,7.8,58.4,31.2,62.6,38.1,61.3,118.2,26.9,0,112.3,86,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa073190_T001,TRUE,Master Protein,Sn00001aa073190_T001,7,2,4,366,NA,0.674,1.191,0.106002801137528,NA,0.708346011451849,NA,144.7,97.5,107.5,128.1,13.3,10.46,NA,13.61,High,0,5.638,1,40.5,7.59,10.45,2,0,16.9,10.2,22.8,7.5,16.1,2,24.3,0,10.1,3.2,36.2,29.7,38.7,22.5,27.7,24.4,26.9,0,29.1,35.3,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa077178_T002,TRUE,Master Protein,Sn00001aa077178_T002,8,4,5,718,NA,0.732,1.071,0.708258605575596,NA,1,NA,151.4,110.9,85.2,91.2,21.55,21.98,NA,36.51,High,0,13.847,4,77.4,8.54,16.18,4,0,24.4,11.7,29,12,24.5,2.2,25,0,7.9,3.5,52.2,34.1,49.2,36,42.1,26.8,27.7,0,22.7,38.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa092883_T001,TRUE,Master Protein,Sn00001aa092883_T001,2,2,3,1260,NA,1.194,1.342,0.688223504350513,0.687877932101057,1,1,106.3,126.9,66.2,88.8,15.16,12.04,36.7,5.9,High,0,6.748,2,139.9,6.39,10.03,2,0,21.1,20.8,34.3,25.8,35.4,5.7,25.1,3.7,16.2,4.6,45.2,60.6,58.2,77.5,60.8,69.5,27.8,47.2,46.6,50.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048539_T002,TRUE,Master Protein,Sn00001aa048539_T002,6,2,4,297,NA,1.05,1.291,0.997162506236884,0.959464726832382,1,1,166.7,175.1,55.4,71.6,14.41,33.65,25.88,17.97,High,0,5.452,2,33.6,10.37,10.64,2,0,47.7,36,47,49.7,43.7,8.8,25.5,3.2,17.3,3.5,102.1,104.8,79.7,149.2,75.1,107.3,28.2,40.9,49.8,38.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa034435_T001,TRUE,Master Protein,Sn00001aa034435_T001,3,2,2,748,NA,1.19,1.128,0.633517331036479,NA,1,NA,102.8,122.4,101.6,114.6,5.7,38.25,NA,NA,High,0,4.989,2,81.8,7.47,5.91,2,0,12.5,10.3,16.9,20.5,18.9,2.8,25.6,0,11.1,0,26.8,30,28.7,61.6,32.5,34.1,28.3,0,32,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa080013_T001,TRUE,Master Protein,Sn00001aa080013_T001,6,2,3,363,NA,0.876,0.81,0.985460840094242,NA,1,NA,141.6,124.1,120.3,97.4,11.77,1.01,NA,NA,High,0,5.326,2,39.7,6.6,6.73,2,0,12.9,11.5,20.4,9.7,17.2,0,25.7,0,8,0,27.6,33.5,34.6,29.1,29.5,0,28.4,0,23,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa006444_T001,TRUE,Master Protein,Sn00001aa006444_T001,16,5,12,404,NA,0.945,0.595,0.99850724284229,NA,1,NA,154.6,146.1,126.3,75.2,19.04,22.35,NA,NA,High,0,36.408,1,43.4,8.47,42.92,5,0,14.3,15.2,20.6,11,25.2,2.3,25.8,0,5.9,0,30.6,44.3,34.9,33,43.3,28,28.6,0,17,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa036971_T001,TRUE,Master Protein,Sn00001aa036971_T001,8,2,3,259,NA,2.339,1.72,0.301555576685404,0.767466960115543,1,1,111.4,260.5,29.2,50.2,14.01,20.04,51.54,65.76,High,0,6.886,2,28.6,5.76,8.78,2,0,74.6,67.5,89.7,124.4,166.4,35.3,25.8,4.8,15.1,10.8,159.7,196.5,152.2,373.5,285.8,430.3,28.6,61.3,43.5,119,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035712_T001,TRUE,Master Protein,Sn00001aa035712_T001,16,2,3,152,Met-loss [N-Term],0.75,0.552,0.916271750015453,NA,1,NA,170.9,128.1,125,69.1,9.93,5.65,NA,NA,High,0,4.181,2,16.8,8.19,7.88,2,0,18.3,12.4,25.9,9.4,17.8,0,25.9,0,5.5,0,39.2,36.1,43.9,28.2,30.6,0,28.7,0,15.8,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa017563_T001,TRUE,Master Protein,Sn00001aa017563_T001,6,4,6,864,NA,1.037,1.046,0.999999998953731,0.999997229620382,1,1,72.5,75.1,116.3,121.7,22.11,27.99,24.55,31.25,High,0,10.897,1,98.6,6.74,13,4,0,13.9,6.9,12.6,6.2,12.9,2.6,26,3.2,15.6,2.6,29.8,20.1,21.4,18.6,22.2,31.7,28.8,40.9,44.9,28.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa010394_T001,TRUE,Master Protein,Sn00001aa010394_T001,2,2,2,950,NA,1.03,1.069,0.764694741725657,NA,1,NA,140.4,144.5,70.2,75,14.21,23.69,NA,1.18,High,0.002,2.99,2,106,8.54,4.75,2,0,27.2,21.5,27.8,29.4,34.9,4.9,26.3,0,10.9,2.8,58.2,62.6,47.2,88.3,59.9,59.7,29.1,0,31.4,30.9,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa063365_T001,TRUE,Master Protein,Sn00001aa063365_T001,6,2,2,591,NA,1.226,1.111,0.444007362802496,0.985744294654279,1,1,114.8,140.7,97.2,108,7.93,21.51,11.68,23.71,High,0,5.054,1,65.8,7.03,6.46,2,1,17.5,13.8,20.2,15.3,23.6,5,26.4,2.7,14.5,2.7,37.5,40.2,34.3,45.9,40.5,60.9,29.2,34.5,41.7,29.8,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa019228_T001,TRUE,Master Protein,Sn00001aa019228_T001,15,3,5,208,NA,0.77,1.048,0.994123662347253,NA,1,NA,172.4,132.8,63.4,66.4,21.37,43.57,NA,5.04,High,0,10.867,3,23.9,10.78,15.34,3,0,51,27.5,43.7,37.9,35.9,4.3,26.6,0,11.1,2.7,109.2,80.1,74.1,113.8,61.7,52.4,29.4,0,32,29.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056840_T001,TRUE,Master Protein,Sn00001aa056840_T001,8,2,3,317,NA,0.863,1.353,0.937124136719032,NA,1,NA,154.6,133.5,67.7,91.6,5.32,19.08,NA,8.59,High,0,8.676,2,33.7,5.08,7.63,2,0,33.3,23.1,37.8,17.2,33.8,6.1,26.6,0,14.7,3.4,71.3,67.3,64.1,51.6,58.1,74.4,29.4,0,42.3,37.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa027525_T002,TRUE,Master Protein,Sn00001aa027525_T002,3,3,3,1359,NA,1.251,1.824,0.393429115788611,NA,1,NA,102.9,128.7,76.8,140,4.47,23.53,NA,8.7,High,0,8.429,2,145.2,9.67,9.33,3,0,19.8,13.6,23,16.5,26.4,5.7,26.7,0,17.6,5.2,42.4,39.6,39,49.5,45.3,69.5,29.5,0,50.7,57.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa057412_T001,TRUE,Master Protein,Sn00001aa057412_T001,4,2,2,895,NA,0.84,0.853,0.990126270314697,0.98563425150143,1,1,128.9,108.3,138.9,118.4,23.42,26.02,26.88,1.46,High,0,6.578,1,97.4,6.37,7.05,2,0,21.8,10.5,19.6,9.3,16.2,3.5,26.7,3.4,10.5,2.8,46.7,30.6,33.2,27.9,27.8,42.7,29.5,43.4,30.2,30.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa003317_T001,TRUE,Master Protein,Sn00001aa003317_T001,3,3,3,1328,NA,1.105,1.023,0.98967143804373,NA,1,NA,113.6,125.5,81.6,83.4,17.66,26.92,NA,35.11,High,0,6.434,3,145.4,7.01,9.26,3,0,24.8,14.4,22.4,23,25,3.8,27.2,0,8.3,3.6,53.1,41.9,38,69.1,42.9,46.3,30.1,0,23.9,39.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa027340_T001,TRUE,Master Protein,Sn00001aa027340_T001,4,3,3,1227,NA,1.984,1.788,0.0127218488792025,NA,0.215395320837114,NA,95.1,188.6,67,119.7,9.36,22.96,NA,6.41,High,0,10.165,2,133.6,6.98,10.19,3,0,20.1,16.1,22.9,33.5,42.2,0,27.4,0,19.7,4.7,43,46.9,38.8,100.6,72.5,0,30.3,0,56.7,51.8,High,High,High,High,High,Not Found,High,Not Found,High,High,1
Sn00001aa005775_T002,TRUE,Master Protein,Sn00001aa005775_T002,3,2,2,824,NA,0.901,0.796,0.999095842029408,0.938618298162036,1,1,131,118,121.2,96.5,18.54,13.63,20.69,47.06,High,0,5.125,2,91.6,5.01,5.86,2,0,14.8,13.1,27.1,13.7,20,2.6,27.5,3.2,6.9,3.6,31.7,38.1,46,41.1,34.4,31.7,30.4,40.9,19.9,39.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa014456_T001,TRUE,Master Protein,Sn00001aa014456_T001,8,2,2,342,NA,0.941,1.501,0.999995071439404,NA,1,NA,112.6,106,67.1,100.7,7.88,0.58,NA,20.11,High,0,5.894,1,38.6,6.13,6.16,2,1,24,17.6,26.3,16,28.2,0,27.6,0,13.8,4.8,51.4,51.2,44.6,48,48.4,0,30.5,0,39.7,52.9,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa060797_T001,TRUE,Master Protein,Sn00001aa060797_T001,28,3,8,140,NA,1.522,1.767,0.71094467603561,0.362586480747889,1,0.910209973982832,131.8,200.6,27.3,48.3,26.21,17.94,10.1,23.28,High,0,13.263,1,15.9,5.81,26.73,3,0,75,82.1,89.3,81.4,120.6,24.3,28,2.8,17.3,6.3,160.6,239,151.5,244.4,207.2,296.2,31,35.8,49.8,69.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097770_T002,TRUE,Master Protein,Sn00001aa097770_T002,12,4,6,359,NA,1.192,1.497,0.873840603073759,NA,1,NA,110.7,131.9,78.5,117.5,9.67,26.08,NA,6.33,High,0,9.957,1,39.9,7.25,17.88,4,0,20.4,12.9,26.7,22.1,30.3,3.2,28,0,15.4,4.4,43.7,37.6,45.3,66.4,52,39,31,0,44.3,48.5,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa024356_T002,TRUE,Master Protein,Sn00001aa024356_T002,12,7,9,894,NA,1.05,1.272,0.878315596128399,0.789324147098595,1,1,115.8,121.7,93.3,118.7,23.55,5.72,4.63,32.91,High,0,27.142,3,100.8,5.06,31.83,7,0,12.1,13.7,24.1,13.4,25.4,0,28.1,2.6,11.2,4.7,25.9,39.9,40.9,40.2,43.6,0,31.1,33.2,32.2,51.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa044629_T001,TRUE,Master Protein,Sn00001aa044629_T001,6,2,2,523,NA,1.377,0.491,0.677800220161115,NA,1,NA,122.6,168.8,116.4,57.1,14.47,3.8,NA,NA,High,0,4.589,2,57.4,7.87,6.34,2,0,15.3,11,24.3,14.9,27.9,3.7,28.1,0,5.3,0,32.8,32,41.2,44.7,47.9,45.1,31.1,0,15.3,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa086444_T003,TRUE,Master Protein,Sn00001aa086444_T003,5,3,4,911,NA,1.689,1.013,0.499919904679267,0.999999934187213,1,1,90.4,152.6,104.5,105.9,14.96,34.42,27.05,15.97,High,0,10.332,3,101.6,5.29,12.19,3,0,14,13.7,19.3,22.8,32.2,2.7,28.2,3.6,11.9,3.9,30,39.9,32.7,68.5,55.3,32.9,31.2,46,34.3,43,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004774_T001,TRUE,Master Protein,Sn00001aa004774_T001,11,3,3,241,NA,0.784,1.143,0.823447432564751,0.994717743367543,1,1,81.9,64.2,127.2,145.5,33.29,11.62,1.11,32.53,High,0,9.395,3,27,7.78,9.96,3,0,14.2,7,9.4,4.9,10.1,0,28.4,2.5,15.9,2.6,30.4,20.4,15.9,14.7,17.3,0,31.4,31.9,45.8,28.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa003199_T001,TRUE,Master Protein,Sn00001aa003199_T001,3,2,2,676,NA,1.343,0.876,0.992279812124478,NA,1,NA,131.4,176.6,109.1,95.6,28.46,15.83,NA,NA,High,0,5.188,2,76.8,5.3,5.59,2,0,16.4,19.9,22.4,17,23.3,4.5,28.5,0,9.6,0,35.1,57.9,38,51,40,54.8,31.5,0,27.6,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001052_T003,TRUE,Master Protein,Sn00001aa001052_T003,31,9,37,446,NA,0.848,0.669,0.445446265478456,NA,1,NA,171.4,145.3,72.3,48.4,0.77,16.17,19.86,NA,High,0,78.747,1,49.5,6.4,135.86,9,0,40.5,30.1,50.9,27,42.8,4.8,28.7,3.3,8.5,0,86.7,87.6,86.3,81.1,73.5,58.5,31.8,42.1,24.5,0,High,High,High,High,High,High,High,High,High,Not Found,1
Sn00001aa011205_T001,TRUE,Master Protein,Sn00001aa011205_T001,29,6,6,227,NA,0.8,3.6,0.999984537871465,0.144295671113547,1,0.515693678278567,61,48.8,51.9,186.8,42.45,31.68,8.37,25.07,High,0,18.009,1,25.2,6.14,20.78,6,0,18.5,5.8,25,7.9,26,2.6,28.7,2.8,50.4,9.2,39.6,16.9,42.4,23.7,44.7,31.7,31.8,35.8,145.1,101.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097339_T001,TRUE,Master Protein,Sn00001aa097339_T001,12,3,10,307,NA,1.009,0.897,0.996447167004827,NA,1,NA,187.9,189.5,40.8,36.6,29.3,17.32,NA,23.04,High,0,19.707,1,34.2,7.03,32.09,3,0,68.5,51.3,49.4,53.4,86.1,9.3,28.8,0,11.7,2.2,146.6,149.4,83.8,160.3,147.9,113.4,31.9,0,33.7,24.2,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa034802_T001,TRUE,Master Protein,Sn00001aa034802_T001,4,2,2,962,NA,1.328,1.921,0.975873034343747,NA,1,NA,127.6,169.5,57.4,110.2,14.18,27.63,NA,20.48,High,0,6.903,2,106.6,7.75,7.5,2,0,33.1,29.8,39.3,34.3,54.8,4.8,28.8,0,24.6,4.8,70.9,86.8,66.7,103,94.1,58.5,31.9,0,70.8,52.9,High,High,High,High,High,High,High,High,High,High,1
