rank,species,protein_id,orthogroup,log2FC,DAP,description,go_id,go_term,PPV
85,Ag,Ag00001aa067474_T001,OG0001296,1.3362833878644322,Up,Thioredoxin domain-containing protein,0043086,negative regulation of catalytic activity,0.369233924594
85,Ag,Ag00001aa067474_T001,OG0001296,1.3362833878644322,Up,Thioredoxin domain-containing protein,0009451,RNA modification,0.337389601214
86,Ag,Ag00001aa138047_T001,OG0000654,1.3190398155625358,Up,Dirigent protein (Fragment),0009699,phenylpropanoid biosynthetic process,0.78493978966
86,Ag,Ag00001aa138047_T001,OG0000654,1.3190398155625358,Up,Dirigent protein (Fragment),0009987,cellular process,0.394003076523
87,Ag,Ag00001aa053088_T001,OG0022407,1.3103401206121503,Up,ATP-dependent 6-phosphofructokinase 2,0061615,glycolytic process through fructose-6-phosphate,0.779419323855
87,Ag,Ag00001aa053088_T001,OG0022407,1.3103401206121503,Up,ATP-dependent 6-phosphofructokinase 2,0006002,fructose 6-phosphate metabolic process,0.752079383116
88,Ag,Ag00001aa065968_T001,NA,1.3097582714246352,Up,tryptophan synthase,0006568,tryptophan metabolic process,0.765641607099
88,Ag,Ag00001aa065968_T001,NA,1.3097582714246352,Up,tryptophan synthase,0000162,tryptophan biosynthetic process,0.729087880106
88,Ag,Ag00001aa065968_T001,NA,1.3097582714246352,Up,tryptophan synthase,0052544,defense response by callose deposition in cell wall,0.365409752036
88,Ag,Ag00001aa065968_T001,NA,1.3097582714246352,Up,tryptophan synthase,0009630,gravitropism,0.355768586357
88,Ag,Ag00001aa065968_T001,NA,1.3097582714246352,Up,tryptophan synthase,0042742,defense response to bacterium,0.348244126185
89,Ag,Ag00001aa017895_T001,NA,1.3015876466031868,Up,"Thiamine thiazole synthase, chloroplastic",0052837,thiazole biosynthetic process,0.80764926675
89,Ag,Ag00001aa017895_T001,NA,1.3015876466031868,Up,"Thiamine thiazole synthase, chloroplastic",0009228,thiamine biosynthetic process,0.732328148073
89,Ag,Ag00001aa017895_T001,NA,1.3015876466031868,Up,"Thiamine thiazole synthase, chloroplastic",0009409,response to cold,0.537982518607
89,Ag,Ag00001aa017895_T001,NA,1.3015876466031868,Up,"Thiamine thiazole synthase, chloroplastic",0006974,DNA damage response,0.461236980044
89,Ag,Ag00001aa017895_T001,NA,1.3015876466031868,Up,"Thiamine thiazole synthase, chloroplastic",0006952,defense response,0.343052440566
90,Ag,Ag00001aa040607_T001,OG0038518,1.2868811477881617,Up,NA,NA,NA,NA
91,Ag,Ag00001aa126910_T003,OG0000710,1.2761988650322418,Up,"NADP-dependent oxidoreductase P1, putative, expressed",NA,NA,NA
92,Ag,Ag00001aa139153_T001,OG0009942,1.2636354035683293,Up,Protein TIME FOR COFFEE,0042752,regulation of circadian rhythm,0.810453118103
93,Ag,Ag00001aa033409_T001,OG0007794,1.2497487150835689,Up,Golgin subfamily A member 2-like,NA,NA,NA
94,Ag,Ag00001aa055266_T001,OG0003478,1.243669080966863,Up,Gibberellin receptor GID1L2,NA,NA,NA
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0009651,response to salt stress,0.701056405502
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0009408,response to heat,0.696757033534
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0042542,response to hydrogen peroxide,0.69028385651
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0051259,protein complex oligomerization,0.660816933295
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0006457,protein folding,0.612947948515
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0045471,response to ethanol,0.426172232223
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0046686,response to cadmium ion,0.413817161223
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0046688,response to copper ion,0.411989085821
95,Ag,Ag00001aa009579_T001,OG0001787,1.227741075839128,Up,Small heat shock protein HSP,0046685,response to arsenic-containing substance,0.40630344051
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0006457,protein folding,0.67628459421
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0050821,protein stabilization,0.496749178231
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0034605,cellular response to heat,0.488784159238
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0009395,phospholipid catabolic process,0.368228879699
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0006656,phosphatidylcholine biosynthetic process,0.356887585869
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0032259,methylation,0.33824033968
96,Ag,Ag00001aa055541_T001,OG0009783,1.2197106395487791,Up,GrpE protein homolog,0006412,translation,0.333282796819
97,Ag,Ag00001aa101737_T001,OG0018907,1.2116352533271495,Up,EF-hand domain-containing protein,NA,NA,NA
98,Ag,Ag00001aa027119_T002,OG0012053,1.140778655782796,Up,Stem-specific protein TSJT1,NA,NA,NA
99,Ag,Ag00001aa032609_T004,NA,1.1329058120115063,Up,Delta-1-pyrroline-5-carboxylate synthase,0006561,proline biosynthetic process,0.754641239289
100,Ag,Ag00001aa018374_T001,OG0008324,1.1236661964538197,Up,Anthocyanidin reductase,0009813,flavonoid biosynthetic process,0.681329203018
100,Ag,Ag00001aa018374_T001,OG0008324,1.1236661964538197,Up,Anthocyanidin reductase,0009987,cellular process,0.370515292085
101,Ag,Ag00001aa118606_T001,OG0009569,1.1216785565882526,Up,Putative calcium-binding protein CML16,NA,NA,NA
102,Ag,Ag00001aa127536_T001,OG0024036,1.1076878693143732,Up,transketolase,0006098,pentose-phosphate shunt,0.717091461847
102,Ag,Ag00001aa127536_T001,OG0024036,1.1076878693143732,Up,transketolase,0006281,DNA repair,0.350638408732
103,Ag,Ag00001aa015171_T001,OG0008582,1.0982847957234223,Up,NA,0009631,cold acclimation,0.851335650393
104,Ag,Ag00001aa012639_T001,OG0005214,1.0690146779151806,Up,SUI1 domain-containing protein,0006413,translational initiation,0.712942195071
104,Ag,Ag00001aa012639_T001,OG0005214,1.0690146779151806,Up,SUI1 domain-containing protein,0006417,regulation of translation,0.518365204905
104,Ag,Ag00001aa012639_T001,OG0005214,1.0690146779151806,Up,SUI1 domain-containing protein,0006281,DNA repair,0.352698186984
104,Ag,Ag00001aa012639_T001,OG0005214,1.0690146779151806,Up,SUI1 domain-containing protein,0043436,oxoacid metabolic process,0.331644872519
105,Ag,Ag00001aa004825_T001,OG0000654,1.0648828515848543,Up,Dirigent protein (Fragment),0009699,phenylpropanoid biosynthetic process,0.785405970568
105,Ag,Ag00001aa004825_T001,OG0000654,1.0648828515848543,Up,Dirigent protein (Fragment),0009987,cellular process,0.394089765277
106,Ag,Ag00001aa090087_T003,OG0015409,1.0621217119077977,Up,NAD(P)-binding Rossmann-fold superfamily protein,0010257,NADH dehydrogenase complex assembly,0.717305028957
107,Ag,Ag00001aa019017_T001,OG0021022,1.05797006863733,Up,Heat shock 70 kDa protein 8,0006457,protein folding,0.676287466065
107,Ag,Ag00001aa019017_T001,OG0021022,1.05797006863733,Up,Heat shock 70 kDa protein 8,0009408,response to heat,0.494031378247
108,Ag,Ag00001aa054630_T002,NA,1.0565835283663676,Up,Anamorsin homolog,0016226,iron-sulfur cluster assembly,0.719830628717
108,Ag,Ag00001aa054630_T002,NA,1.0565835283663676,Up,Anamorsin homolog,0032259,methylation,0.34041627004
108,Ag,Ag00001aa054630_T002,NA,1.0565835283663676,Up,Anamorsin homolog,0009058,biosynthetic process,0.329660500424
109,Ag,Ag00001aa040662_T001,OG0000229,1.0384361816561078,Up,Glutamine synthetase,0006542,glutamine biosynthetic process,0.764914488179
109,Ag,Ag00001aa040662_T001,OG0000229,1.0384361816561078,Up,Glutamine synthetase,0090378,seed trichome elongation,0.368152874524
109,Ag,Ag00001aa040662_T001,OG0000229,1.0384361816561078,Up,Glutamine synthetase,0006661,phosphatidylinositol biosynthetic process,0.364251650421
110,Ag,Ag00001aa082217_T001,OG0002316,-1,Down,NA,NA,NA,NA
111,Ag,Ag00001aa021282_T001,OG0010376,-1.0028882793248266,Down,glutathione transferase,0006749,glutathione metabolic process,0.711136997479
111,Ag,Ag00001aa021282_T001,OG0010376,-1.0028882793248266,Down,glutathione transferase,0009636,response to toxic substance,0.468101646288
112,Ag,Ag00001aa029877_T001,OG0007412,-1.0174170530774094,Down,glycerophosphodiester phosphodiesterase,0006071,glycerol metabolic process,0.743583382468
112,Ag,Ag00001aa029877_T001,OG0007412,-1.0174170530774094,Down,glycerophosphodiester phosphodiesterase,0006629,lipid metabolic process,0.604935059226
112,Ag,Ag00001aa029877_T001,OG0007412,-1.0174170530774094,Down,glycerophosphodiester phosphodiesterase,0009987,cellular process,0.397727366299
113,Ag,Ag00001aa000654_T001,OG0014578,-1.0291463456595165,Down,t-SNARE coiled-coil homology domain-containing protein,0048278,vesicle docking,0.763960437113
113,Ag,Ag00001aa000654_T001,OG0014578,-1.0291463456595165,Down,t-SNARE coiled-coil homology domain-containing protein,0006906,vesicle fusion,0.749617862681
113,Ag,Ag00001aa000654_T001,OG0014578,-1.0291463456595165,Down,t-SNARE coiled-coil homology domain-containing protein,0006887,exocytosis,0.726783190603
113,Ag,Ag00001aa000654_T001,OG0014578,-1.0291463456595165,Down,t-SNARE coiled-coil homology domain-containing protein,0006886,intracellular protein transport,0.682783140168
113,Ag,Ag00001aa000654_T001,OG0014578,-1.0291463456595165,Down,t-SNARE coiled-coil homology domain-containing protein,0032259,methylation,0.335661579061
114,Ag,Ag00001aa053073_T001,NA,-1.0320936297098533,Down,Sucrose synthase,0005985,sucrose metabolic process,0.800522827531
114,Ag,Ag00001aa053073_T001,NA,-1.0320936297098533,Down,Sucrose synthase,0009987,cellular process,0.397727491656
114,Ag,Ag00001aa053073_T001,NA,-1.0320936297098533,Down,Sucrose synthase,0006952,defense response,0.343929930804
114,Ag,Ag00001aa053073_T001,NA,-1.0320936297098533,Down,Sucrose synthase,0051707,response to other organism,0.343054125469
115,Ag,Ag00001aa019743_T001,OG0011089,-1.0320936297098533,Down,Probable leucine-rich repeat receptor-like protein kinase At5g49770,NA,NA,NA
116,Ag,Ag00001aa101082_T002,OG0001890,-1.0409717810563062,Down,Apoptosis-inducing factor 2,0022904,respiratory electron transport chain,0.642201727674
117,Ag,Ag00001aa098377_T001,NA,-1.043943347587597,Down,Clavaminate synthase-like protein,NA,NA,NA
118,Ag,Ag00001aa042406_T001,NA,-1.049904905826314,Down,"Peptidase, trypsin-like serine and cysteine proteases",0006508,proteolysis,0.60660621478
118,Ag,Ag00001aa042406_T001,NA,-1.049904905826314,Down,"Peptidase, trypsin-like serine and cysteine proteases",0009987,cellular process,0.397720951787
119,Ag,Ag00001aa068063_T001,OG0013243,-1.0528949484321255,Down,Argonaute 4,0031047,regulatory ncRNA-mediated gene silencing,0.743876499852
120,Ag,Ag00001aa007270_T001,OG0010649,-1.0588936890535685,Down,V-type proton ATPase subunit D,1902600,proton transmembrane transport,0.621707811691
121,Ag,Ag00001aa022823_T001,NA,-1.0649174766813383,Down,Branched-chain-amino-acid aminotransferase-like protein 1,0046394,carboxylic acid biosynthetic process,0.605265685863
121,Ag,Ag00001aa022823_T001,NA,-1.0649174766813383,Down,Branched-chain-amino-acid aminotransferase-like protein 1,0009081,branched-chain amino acid metabolic process,0.342744240092
121,Ag,Ag00001aa022823_T001,NA,-1.0649174766813383,Down,Branched-chain-amino-acid aminotransferase-like protein 1,0008652,amino acid biosynthetic process,0.335804543762
122,Ag,Ag00001aa099111_T001,OG0003283,-1.0649174766813383,Down,X8 domain-containing protein,0005975,carbohydrate metabolic process,0.600662355921
122,Ag,Ag00001aa099111_T001,OG0003283,-1.0649174766813383,Down,X8 domain-containing protein,0009987,cellular process,0.397725912437
123,Ag,Ag00001aa023812_T001,OG0020906,-1.0709665213541435,Down,SHSP domain-containing protein,0009408,response to heat,0.726005100942
124,Ag,Ag00001aa051743_T001,OG0007495,-1.074000581443777,Down,Pyruvate dehydrogenase E1 component subunit alpha,0006086,acetyl-CoA biosynthetic process from pyruvate,0.770011116532
124,Ag,Ag00001aa051743_T001,OG0007495,-1.074000581443777,Down,Pyruvate dehydrogenase E1 component subunit alpha,0006626,protein targeting to mitochondrion,0.353351273474
124,Ag,Ag00001aa051743_T001,OG0007495,-1.074000581443777,Down,Pyruvate dehydrogenase E1 component subunit alpha,0010468,regulation of gene expression,0.342573924335
124,Ag,Ag00001aa051743_T001,OG0007495,-1.074000581443777,Down,Pyruvate dehydrogenase E1 component subunit alpha,2001141,regulation of RNA biosynthetic process,0.331621580369
125,Ag,Ag00001aa021281_T001,OG0010377,-1.074000581443777,Down,glutathione transferase,0006749,glutathione metabolic process,0.692781484827
125,Ag,Ag00001aa021281_T001,OG0010377,-1.074000581443777,Down,glutathione transferase,0009636,response to toxic substance,0.666978506226
125,Ag,Ag00001aa021281_T001,OG0010377,-1.074000581443777,Down,glutathione transferase,0009404,toxin metabolic process,0.36445299188
125,Ag,Ag00001aa021281_T001,OG0010377,-1.074000581443777,Down,glutathione transferase,0044248,cellular catabolic process,0.347303821592
126,Ag,Ag00001aa012950_T001,OG0004053,-1.077041035763828,Down,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0022900,electron transport chain,0.636637908852
126,Ag,Ag00001aa012950_T001,OG0004053,-1.077041035763828,Down,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0009631,cold acclimation,0.3592884111
126,Ag,Ag00001aa012950_T001,OG0004053,-1.077041035763828,Down,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0006970,response to osmotic stress,0.349321731943
127,Ag,Ag00001aa026466_T001,OG0019839,-1.083141235300246,Down,Glutathione S-transferase T1,NA,NA,NA
128,Ag,Ag00001aa089354_T001,OG0003442,-1.086201035049304,Down,Calcium ion binding protein,NA,NA,NA
129,Ag,Ag00001aa030359_T001,OG0000305,-1.0892673380970874,Down,Aquaporin,0055085,transmembrane transport,0.544571791364
129,Ag,Ag00001aa030359_T001,OG0000305,-1.0892673380970874,Down,Aquaporin,0009414,response to water deprivation,0.486387363934
129,Ag,Ag00001aa030359_T001,OG0000305,-1.0892673380970874,Down,Aquaporin,0006833,water transport,0.477731420309
129,Ag,Ag00001aa030359_T001,OG0000305,-1.0892673380970874,Down,Aquaporin,0051290,protein heterotetramerization,0.391072811613
129,Ag,Ag00001aa030359_T001,OG0000305,-1.0892673380970874,Down,Aquaporin,0051289,protein homotetramerization,0.380813048442
130,Ag,Ag00001aa141498_T001,OG0005964,-1.098505544952425,Down,V-type proton ATPase subunit E,1902600,proton transmembrane transport,0.621708014547
131,Ag,Ag00001aa089959_T001,OG0008288,-1.098505544952425,Down,NSP (Nuclear shuttle protein)-interacting GTPase,NA,NA,NA
132,Ag,Ag00001aa022087_T001,OG0011134,-1.1046973786666932,Down,Small ribosomal subunit protein uS10 domain-containing protein,0006412,translation,0.568565834018
133,Ag,Ag00001aa092719_T001,OG0017062,-1.117161344232749,Down,MSP domain-containing protein,0090158,endoplasmic reticulum membrane organization,0.813263141087
133,Ag,Ag00001aa092719_T001,OG0017062,-1.117161344232749,Down,MSP domain-containing protein,0061817,endoplasmic reticulum-plasma membrane tethering,0.803472567978
133,Ag,Ag00001aa092719_T001,OG0017062,-1.117161344232749,Down,MSP domain-containing protein,0009739,response to gibberellin,0.507794531357
134,Ag,Ag00001aa027254_T002,OG0012064,-1.1328942704973453,Down,Cytochrome b-c1 complex subunit 7,0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",0.749728049321
135,Ag,Ag00001aa090489_T002,OG0016974,-1.139235797371172,Down,GDSL esterase/lipase,0006629,lipid metabolic process,0.328323667901
135,Ag,Ag00001aa090489_T002,OG0016974,-1.139235797371172,Down,GDSL esterase/lipase,0009987,cellular process,0.312019756769
136,Ag,Ag00001aa025656_T001,OG0019214,-1.142417044615852,Down,Peptidase A1 domain-containing protein,0006508,proteolysis,0.606622925328
136,Ag,Ag00001aa025656_T001,OG0019214,-1.142417044615852,Down,Peptidase A1 domain-containing protein,0009987,cellular process,0.397726100509
137,Ag,Ag00001aa007822_T001,OG0011004,-1.1456053222468994,Down,SHSP domain-containing protein,0009408,response to heat,0.726030806306
138,Ag,Ag00001aa001505_T001,OG0011784,-1.1584293626044828,Down,Aquaporin,0055085,transmembrane transport,0.544571216356
138,Ag,Ag00001aa001505_T001,OG0011784,-1.1584293626044828,Down,Aquaporin,0006833,water transport,0.490955633798
138,Ag,Ag00001aa001505_T001,OG0011784,-1.1584293626044828,Down,Aquaporin,0051290,protein heterotetramerization,0.37527131636
138,Ag,Ag00001aa001505_T001,OG0011784,-1.1584293626044828,Down,Aquaporin,0051289,protein homotetramerization,0.366888528085
139,Ag,Ag00001aa008378_T001,OG0023730,-1.1877071551267289,Down,glutathione transferase,0006749,glutathione metabolic process,0.713720926758
139,Ag,Ag00001aa008378_T001,OG0023730,-1.1877071551267289,Down,glutathione transferase,0009636,response to toxic substance,0.498981988965
140,Ag,Ag00001aa023590_T001,OG0013792,-1.207561069935362,Down,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B,NA,NA,NA
141,Ag,Ag00001aa143464_T001,OG0038035,-1.207561069935362,Down,NA,NA,NA,NA
142,Ag,Ag00001aa065363_T001,OG0004696,-1.207561069935362,Down,NA,NA,NA,NA
143,Ag,Ag00001aa064399_T001,OG0010948,-1.207561069935362,Down,NA,0031507,heterochromatin formation,0.44356726994
144,Ag,Ag00001aa010523_T001,OG0020455,-1.22431729826094,Down,glutathione transferase,0006749,glutathione metabolic process,0.69373203235
144,Ag,Ag00001aa010523_T001,OG0020455,-1.22431729826094,Down,glutathione transferase,0009636,response to toxic substance,0.669660257737
145,Ag,Ag00001aa031817_T001,OG0010051,-1.22431729826094,Down,chitinase,0005975,carbohydrate metabolic process,0.600665262794
145,Ag,Ag00001aa031817_T001,OG0010051,-1.22431729826094,Down,chitinase,0050832,defense response to fungus,0.520714041916
145,Ag,Ag00001aa031817_T001,OG0010051,-1.22431729826094,Down,chitinase,0006032,chitin catabolic process,0.416959441294
145,Ag,Ag00001aa031817_T001,OG0010051,-1.22431729826094,Down,chitinase,0009987,cellular process,0.397726826115
146,Ag,Ag00001aa050176_T001,OG0000710,-1.234465253637023,Down,NADP-dependent oxidoreductase P2,NA,NA,NA
147,Ag,Ag00001aa055549_T001,NA,-1.234465253637023,Down,Sister chromatid cohesion protein PDS5 B-B,0007064,mitotic sister chromatid cohesion,0.789419161481
