"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa057358_T001",TRUE,"Master Protein","Ag00001aa057358_T001",62,22,129,534,"Met-loss [N-Term]",0.673,0.286423961245249,0.767931580552469,166.4,112,18.72,12.94,85.9,185.1,182.7,35.9,84.8,68.4,134.2,185.1,193.2,105.9,137.4,124.6,"High","High","High","High","High","High"
"Ag00001aa004820_T001",TRUE,"Master Protein","Ag00001aa004820_T001",56,6,636,196,NA,3.534,0.0022104258654112,0.0342073981448896,65.1,230.1,31.25,36.46,749.1,1138.7,591.8,1364.6,3192.3,1304.3,1170.3,1138.7,625.7,4024.7,5174.3,2375.5,"High","High","High","High","High","High"
"Ag00001aa138044_T002",TRUE,"Master Protein","Ag00001aa138044_T002",45,6,918,184,NA,2.586,0.000503131101048271,0.0147780766414043,76.1,196.9,21.44,31.73,11648.2,17417.1,11309.9,15269.1,35493.8,16263.3,18197.5,17417.1,11957.7,45034.3,57530.6,29620.7,"High","High","High","High","High","High"
"Ag00001aa124931_T001",TRUE,"Master Protein","Ag00001aa124931_T001",39,35,135,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa101108_T001",TRUE,"Master Protein","Ag00001aa101108_T001",43,27,91,893,NA,0.887,0.103424738233236,0.387273035287788,96.8,85.9,0.35,3.28,1767.9,2773.4,2630.4,849.2,1517.7,1289.9,2761.9,2773.4,2781.1,2504.6,2460,2349.3,"High","High","High","High","High","High"
"Ag00001aa116653_T001",TRUE,"Master Protein","Ag00001aa116653_T001",44,27,91,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa056733_T001",TRUE,"Master Protein","Ag00001aa056733_T001",53,22,129,593,NA,0.841,0.00301483022290061,0.0416359348535571,135,113.6,4.98,2.68,3785,6042.4,6144.3,1723.2,3006,2813,5913.2,6042.4,6496.2,5082.4,4872.3,5123.4,"High","High","High","High","High","High"
"Ag00001aa122617_T002",TRUE,"Master Protein","Ag00001aa122617_T002",54,15,189,377,NA,0.901,0.55153735693596,1,74.7,67.3,2.73,3.23,688.7,1075.8,1066.4,328.6,608.4,508.4,1075.9,1075.8,1127.5,969.2,986.1,926,"High","High","High","High","High","High"
"Ag00001aa090110_T002",TRUE,"Master Protein","Ag00001aa090110_T002",38,32,125,864,NA,0.849,0.940623151301175,1,104.6,88.8,15.6,6.39,158.5,235.3,172.6,64.6,123.2,118.6,247.6,235.3,182.5,190.5,199.7,216,"High","High","High","High","High","High"
"Ag00001aa006282_T003",TRUE,"Master Protein","Ag00001aa006282_T003",44,27,221,703,"Met-loss+Acetyl [N-Term]",0.246,0.27665723051766,0.750697283952456,177.7,43.8,42.98,19.65,2827.9,4418.2,1686.2,269,671.6,645.4,4417.9,4418.2,1782.8,793.4,1088.6,1175.5,"High","High","High","Not Found","High","High"
"Ag00001aa015202_T001",TRUE,"Master Protein","Ag00001aa015202_T001",50,19,278,485,NA,0.79,0.739386717649471,1,82.8,65.4,17.64,6.76,8024.6,11284.8,8297,2744.2,5499.5,5074.1,12536.5,11284.8,8772.2,8093.7,8913.9,9241.6,"High","High","High","High","High","High"
"Ag00001aa129782_T003",TRUE,"Master Protein","Ag00001aa129782_T003",41,30,104,1052,NA,1.008,0.987556964092794,1,117.6,118.6,4.83,4.77,611.4,993,852.9,326.6,643.1,526.3,955.2,993,901.7,963.3,1042.4,958.6,"High","High","High","High","High","High"
"Ag00001aa004824_T001",TRUE,"Master Protein","Ag00001aa004824_T001",34,4,974,204,NA,3.731,0.00127149578484675,0.0246291919973428,61,227.5,33.82,36.92,167.2,225.7,120.6,285.5,652.9,262.9,261.2,225.7,127.5,842,1058.3,478.8,"High","High","High","High","High","High"
"Ag00001aa070037_T001",TRUE,"Master Protein","Ag00001aa070037_T001",56,16,179,377,NA,0.964,0.905253580002373,1,71,68.4,10.16,9.03,1025.8,1366.5,1263.8,446.6,883.7,656.1,1602.6,1366.5,1336.2,1317.2,1432.4,1195,"High","High","High","High","High","High"
"Ag00001aa012681_T002",TRUE,"Master Protein","Ag00001aa012681_T002",47,16,367,440,"Met-loss [N-Term]",0.99,0.999992745397929,1,29.9,29.6,5.29,12.17,486.5,765.4,657.4,255.1,427,481.4,760,765.4,695.1,752.4,692.1,876.8,"High","High","High","High","High","High"
"Ag00001aa134613_T001",TRUE,"Master Protein","Ag00001aa134613_T001",55,24,146,583,"Met-loss [N-Term]",0.981,0.997945150279945,1,105.4,103.4,5.47,2.79,5491.4,8388.4,7303.7,2923.1,5076.7,4506.6,8579,8388.4,7722,8621.3,8228.6,8208,"High","High","High","High","High","High"
"Ag00001aa119509_T001",TRUE,"Master Protein","Ag00001aa119509_T001",38,30,115,1082,NA,1.047,0.974232863260057,1,101.2,106,7.75,5.43,3696.1,5620.7,4707.6,1996,3647.2,2944,5774.3,5620.7,4977.2,5887,5911.6,5362,"High","High","High","High","High","High"
"Ag00001aa138047_T001",TRUE,"Master Protein","Ag00001aa138047_T001",42,5,877,197,NA,2.495,0.000167648659632147,0.00892797863304662,77.2,192.6,19.61,29.53,7014.4,10996.1,7214.6,9268.8,22091.4,10724.7,10958.3,10996.1,7627.8,27337.2,35807.2,19533.1,"High","High","High","High","High","High"
"Ag00001aa009933_T002",TRUE,"Master Protein","Ag00001aa009933_T002",51,19,124,530,NA,0.713,0.000657954151313089,0.0165152325061983,146.3,104.3,7.06,6.81,3291.3,5606.6,5600.5,1473.3,2465.2,2087.3,5141.9,5606.6,5921.3,4345.3,3995.8,3801.6,"High","High","High","High","High","High"
"Ag00001aa124559_T001",TRUE,"Master Protein","Ag00001aa124559_T001",42,26,208,703,"Met-loss+Acetyl [N-Term]",0.191,0.00546774969705266,0.054481163605303,294.3,56.3,48.37,37.11,627.9,785.1,306.8,28.3,92.7,101.9,980.9,785.1,324.4,83.5,150.3,185.6,"High","High","High","High","High","High"
"Ag00001aa099401_T001",TRUE,"Master Protein","Ag00001aa099401_T001",56,15,176,377,NA,0.994,0.937300308713551,1,58.5,58.1,6.38,10.46,61.6,86.9,81.2,29.4,53.3,39.4,96.2,86.9,85.9,86.7,86.4,71.8,"High","High","High","Not Found","High","High"
"Ag00001aa152722_T001",TRUE,"Master Protein","Ag00001aa152722_T001",50,19,273,485,NA,0.752,0.550150263302385,1,197.8,148.8,27.33,23.87,54,71.1,45.2,12.5,33,33,84.4,71.1,47.8,36.9,53.5,60.1,"High","High","High","High","High","High"
"Ag00001aa009503_T002",TRUE,"Master Protein","Ag00001aa009503_T002",56,14,164,350,NA,0.547,0.841654226772662,1,91.3,49.9,34.5,6.02,3276.4,4787.6,2363.6,888.3,1778.8,1420.2,5118.6,4787.6,2499,2619.9,2883.2,2586.6,"High","High","High","High","High","High"
"Ag00001aa098030_T001",TRUE,"Master Protein","Ag00001aa098030_T001",93,15,193,253,NA,1.036,0.961983687208548,1,145.1,150.3,5.32,6.22,950.9,1543,1313,521.8,930.1,928.6,1485.6,1543,1388.2,1539,1507.6,1691.3,"High","High","High","High","High","High"
"Ag00001aa087830_T001",TRUE,"Master Protein","Ag00001aa087830_T001",65,21,132,481,NA,0.796,0.0567867912139334,0.266536396528317,113.6,90.4,11.76,2.61,2820.2,4283.2,3331.4,1125,2102.2,1919.5,4405.9,4283.2,3522.2,3318,3407.4,3496,"High","High","High","High","High","High"
"Ag00001aa129298_T001",TRUE,"Master Protein","Ag00001aa129298_T001",56,15,176,377,NA,0.613,0.415876569305238,0.948217573234638,160.1,98.1,13.03,17.63,59.3,81.2,67.5,20.5,30.7,23.4,92.6,81.2,71.4,60.5,49.8,42.6,"High","High","High","High","High","High"
"Ag00001aa031315_T003",TRUE,"Master Protein","Ag00001aa031315_T003",50,21,117,593,NA,0.816,0.429724629028784,0.96555062229545,182.2,148.7,7.28,5.96,647.3,950,826.6,242,478.1,440.7,1011.3,950,873.9,713.7,774.9,802.7,"High","High","High","High","High","High"
"Ag00001aa153325_T001",TRUE,"Master Protein","Ag00001aa153325_T001",37,26,104,1028,NA,0.982,0.99974508683474,1,151.4,148.7,7.39,4.96,45,62.3,58.4,20.4,40.7,33.6,70.3,62.3,61.7,60.2,66,61.2,"High","High","High","High","High","High"
"Ag00001aa050502_T001",TRUE,"Master Protein","Ag00001aa050502_T001",40,28,79,986,NA,0.973,0.999999998149429,1,77.7,75.6,5.65,1.93,1205.4,1856.7,1602.3,627.9,1114.3,979.1,1883.1,1856.7,1694.1,1851.9,1806.1,1783.3,"High","High","High","High","High","High"
"Ag00001aa070760_T001",TRUE,"Master Protein","Ag00001aa070760_T001",40,24,119,682,NA,1.535,0.265296490545842,0.729154531999189,79.3,121.7,4.74,10.41,1815.7,2856.2,2919.1,1755.4,2704.2,2366.2,2836.6,2856.2,3086.3,5177.3,4383.1,4309.6,"High","High","High","High","High","High"
"Ag00001aa026485_T001",TRUE,"Master Protein","Ag00001aa026485_T001",60,26,125,582,NA,1.545,0.00595914429990663,0.0565493293346783,58.2,89.9,3.41,8.61,1865.9,2977,2946.4,1624,2837.8,2222.3,2915,2977,3115.1,4789.8,4599.7,4047.5,"High","High","High","High","High","High"
"Ag00001aa041730_T001",TRUE,"Master Protein","Ag00001aa041730_T001",44,11,217,332,NA,0.731,0.0852904835136583,0.344923638365764,93.9,68.7,8.4,2.99,8529.2,13803,11090.8,3263.9,6283.4,5350.1,13324.8,13803,11726,9626.5,10184.5,9744.2,"High","High","High","High","High","High"
"Ag00001aa046177_T001",TRUE,"Master Protein","Ag00001aa046177_T001",33,24,103,1039,NA,0.953,0.987049450925238,1,30.2,28.8,22.75,9.8,161.3,194.5,152.2,56.4,114.3,111.2,252,194.5,160.9,166.3,185.3,202.5,"High","High","High","High","High","High"
"Ag00001aa029372_T001",TRUE,"Master Protein","Ag00001aa029372_T001",62,18,185,325,NA,0.988,0.999977641469049,1,180.8,178.6,25.16,38.25,45,64.5,39.9,21.6,24.5,48.7,70.3,64.5,42.2,63.7,39.7,88.7,"High","High","High","High","High","High"
"Ag00001aa039501_T001",TRUE,"Master Protein","Ag00001aa039501_T001",56,24,128,585,NA,1.377,0.00140541480834411,0.0257579747305089,72.3,99.6,5.3,8.34,92.2,142.5,123.5,73.8,121.1,101.5,144,142.5,130.6,217.7,196.3,184.9,"High","High","High","High","High","High"
"Ag00001aa075954_T002",TRUE,"Master Protein","Ag00001aa075954_T002",56,25,173,511,NA,1.669,0.0010719667059933,0.0221616861452161,105,175.3,8.8,9.52,1764.3,2810.7,3052.9,1711.6,2893.9,2289.8,2756.3,2810.7,3227.7,5048.2,4690.6,4170.5,"High","High","High","High","High","High"
"Ag00001aa069821_T001",TRUE,"Master Protein","Ag00001aa069821_T001",44,11,199,332,NA,0.666,0.0143031616420605,0.105386856120975,198,132,14.74,4.47,552.8,775.5,606.4,175.2,338.3,276,863.6,775.5,641.1,516.7,548.3,502.7,"High","High","High","High","High","High"
"Ag00001aa012115_T001",TRUE,"Master Protein","Ag00001aa012115_T001",56,13,186,324,NA,0.356,0.270994486250561,0.740112490209066,216.5,77.2,53.96,36.7,12869.3,16597.4,5244.1,1555.7,5728,3248.7,20105.2,16597.4,5544.4,4588.3,9284.3,5916.9,"High","High","High","High","High","High"
"Ag00001aa021850_T002",TRUE,"Master Protein","Ag00001aa021850_T002",48,18,114,530,NA,0.858,0.358063556465915,0.871428489659808,107.9,92.6,11.87,8.87,30.7,52.5,39.1,14.1,21.8,22.6,48,52.5,41.3,41.6,35.3,41.2,"High","High","High","High","High","High"
"Ag00001aa092307_T001",TRUE,"Master Protein","Ag00001aa092307_T001",66,13,136,290,"Met-loss+Acetyl [N-Term]",1.102,0.884452091146136,1,100.7,111,5.89,3.14,3542,5196.7,4653.9,1941.3,3619.9,3026.3,5533.5,5196.7,4920.4,5725.6,5867.4,5511.9,"High","High","High","High","High","High"
"Ag00001aa116942_T002",TRUE,"Master Protein","Ag00001aa116942_T002",40,14,154,493,NA,0.656,0.288448462512298,0.771460387348719,123.8,81.2,14.98,13.32,6103.4,8019.4,6713.3,1724.7,3245.3,3545.4,9535.1,8019.4,7097.8,5086.8,5260.2,6457.3,"High","High","High","High","High","High"
"Ag00001aa079185_T001",TRUE,"Master Protein","Ag00001aa079185_T001",43,29,121,810,NA,0.922,0.996668570159173,1,109.2,100.6,4.91,12.31,4217.4,6100.4,6333.1,2423.4,3747.6,3099.1,6588.7,6100.4,6695.8,7147.5,6074.4,5644.4,"High","High","High","High","High","High"
"Ag00001aa107984_T001",TRUE,"Master Protein","Ag00001aa107984_T001",50,19,181,414,NA,0.979,0.999892650818104,1,76.1,74.5,7.81,2.49,275.6,384.4,423.8,148.9,259.2,231.4,430.6,384.4,448.1,439.2,420.1,421.5,"High","High","High","High","High","High"
"Ag00001aa033715_T001",TRUE,"Master Protein","Ag00001aa033715_T001",60,24,121,412,NA,0.66,0.0138834478552706,0.103544316586279,133.6,88.2,8.8,7.45,5432.8,8490.8,6864.6,1827.9,3455.3,3411.4,8487.4,8490.8,7257.8,5391.2,5600.6,6213.2,"High","High","High","High","High","High"
"Ag00001aa111393_T001",TRUE,"Master Protein","Ag00001aa111393_T001",42,30,84,876,"Met-loss [N-Term]",0.901,0.623704746718188,1,97,87.4,4.93,6.74,2224.2,3492.9,3021.7,1098.8,1931.9,1559.6,3474.8,3492.9,3194.8,3240.8,3131.3,2840.5,"High","High","High","High","High","High"
"Ag00001aa068250_T001",TRUE,"Master Protein","Ag00001aa068250_T001",49,11,130,340,NA,0.85,0.278977361100823,0.753607431162724,85.7,72.9,4.95,0.44,707.2,1160.3,994,316.4,579.6,516.7,1104.8,1160.3,1050.9,933.2,939.5,941.1,"High","High","High","High","High","High"
"Ag00001aa126989_T001",TRUE,"Master Protein","Ag00001aa126989_T001",47,28,102,701,NA,1.432,0.212001983139638,0.627344416087216,62.2,89.1,3.04,5.57,1820.8,2705.1,2549.3,1434.3,2359.1,2127.1,2844.6,2705.1,2695.3,4230.3,3823.8,3874.1,"High","High","High","High","High","High"
"Ag00001aa035496_T001",TRUE,"Master Protein","Ag00001aa035496_T001",43,30,84,876,"Met-loss [N-Term]",1.213,0.999229748560558,1,160.3,194.5,42.22,40.15,34.1,32.6,22,17.9,24.4,12.2,53.3,32.6,23.3,52.8,39.5,22.2,"High","High","High","High","High","High"
"Ag00001aa023040_T001",TRUE,"Master Protein","Ag00001aa023040_T001",59,25,140,576,NA,0.908,0.828515160387059,1,142.1,129.1,3.37,3.36,1361,2084.4,1882.3,641.9,1199.5,998.4,2126.2,2084.4,1990.1,1893.2,1944.2,1818.4,"High","High","High","High","High","High"
"Ag00001aa061732_T001",TRUE,"Master Protein","Ag00001aa061732_T001",41,17,151,620,NA,1.59,0.00354346371538106,0.0453711853873575,81.2,129.1,4.55,18.12,3228.1,5252.1,5222.3,2830.6,4763.6,5925.6,5043.1,5252.1,5521.4,8348.5,7721.1,10792.4,"High","High","High","High","High","High"
"Ag00001aa003452_T001",TRUE,"Master Protein","Ag00001aa003452_T001",42,17,263,488,NA,1.236,0.990828858473471,1,18.4,22.7,9.52,13.83,317.2,498.3,552,208.8,365.3,417.1,495.5,498.3,583.6,615.8,592.1,759.7,"High","High","High","High","High","High"
"Ag00001aa008697_T002",TRUE,"Master Protein","Ag00001aa008697_T002",56,25,134,576,NA,0.878,0.702842594400883,1,142.4,124.9,1.58,5.19,5204.1,7976,7452.5,2523.6,4319.1,3687.6,8130.2,7976,7879.3,7443,7000.7,6716.3,"High","High","High","High","High","High"
"Ag00001aa048344_T001",TRUE,"Master Protein","Ag00001aa048344_T001",30,20,75,842,NA,0.866,0.852341358895208,1,220.8,191.2,11.29,21.2,62.5,93.4,74.1,20.8,58.4,44.4,97.6,93.4,78.3,61.3,94.7,80.9,"High","High","High","High","High","High"
"Ag00001aa107827_T001",TRUE,"Master Protein","Ag00001aa107827_T001",43,28,70,807,NA,1.294,0.0918957009285514,0.361426223565155,65.3,84.5,10.1,10.21,1444.5,2377,1842,989.9,1933.7,1402.7,2256.7,2377,1947.5,2919.6,3134.3,2554.8,"High","High","High","High","High","High"
"Ag00001aa066636_T001",TRUE,"Master Protein","Ag00001aa066636_T001",54,20,136,435,NA,0.885,0.795642528630741,1,135.3,119.7,8.15,0.42,632.5,951.4,797.1,286.2,519.4,459.7,988.1,951.4,842.8,844.1,841.9,837.3,"High","High","High","High","High","High"
"Ag00001aa091612_T001",TRUE,"Master Protein","Ag00001aa091612_T001",50,19,172,414,NA,1.052,0.985142123452296,1,81.8,86.1,4.4,4.24,4870.8,6971.5,6855.1,2619.2,4705,3915.8,7609.5,6971.5,7247.7,7725,7626.2,7131.9,"High","High","High","High","High","High"
"Ag00001aa032373_T001",TRUE,"Master Protein","Ag00001aa032373_T001",56,18,114,480,NA,1.225,0.069892872797337,0.302829865707166,61.1,74.9,4.41,6.26,205.2,296.6,281.9,127.1,225.3,182.4,320.6,296.6,298,374.9,365.2,332.2,"High","High","High","High","High","High"
"Ag00001aa091875_T001",TRUE,"Master Protein","Ag00001aa091875_T001",30,23,140,803,NA,1.021,0.999724471390285,1,15.3,15.6,6.42,23.73,122.2,176.6,189.9,61.3,120.2,151.7,190.9,176.6,200.8,180.8,194.8,276.3,"High","High","High","High","High","High"
"Ag00001aa059249_T001",TRUE,"Master Protein","Ag00001aa059249_T001",59,19,192,326,NA,1.368,0.00301389137893882,0.0416359348535571,20.6,28.2,5.28,19.81,35.5,60.7,57.7,27.7,70.5,45.6,55.5,60.7,61,81.7,114.3,83.1,"High","High","High","High","High","High"
"Ag00001aa063744_T001",TRUE,"Master Protein","Ag00001aa063744_T001",76,12,129,236,NA,1.252,0.159884389344962,0.519319049873162,82.1,102.8,10.03,3.76,3192.2,5589.2,5770.2,2372.4,4334.1,3604.3,4987,5589.2,6100.7,6997.1,7025,6564.6,"High","High","High","High","High","High"
"Ag00001aa033757_T001",TRUE,"Master Protein","Ag00001aa033757_T001",31,20,77,842,NA,0.682,0.651722963692304,1,244.7,166.9,12.09,3.13,219.3,334.7,257.9,77.4,148.6,125.3,342.6,334.7,272.7,228.3,240.9,228.2,"High","High","High","High","High","High"
"Ag00001aa040350_T001",TRUE,"Master Protein","Ag00001aa040350_T001",34,23,79,984,NA,1.846,0.621315583022652,1,45.1,83.3,15.4,11.25,243.3,318.5,265.3,207,303.1,322.9,380.1,318.5,280.5,610.5,491.3,588.1,"High","High","High","High","High","High"
"Ag00001aa071199_T001",TRUE,"Master Protein","Ag00001aa071199_T001",36,25,83,985,NA,1.88,0.4345758996942,0.973893858265313,47,88.4,5.43,7.67,939.5,1319.6,1296.4,873.6,1410.8,1455.1,1467.7,1319.6,1370.6,2576.6,2286.7,2650.2,"High","High","High","High","High","High"
"Ag00001aa033758_T001",TRUE,"Master Protein","Ag00001aa033758_T001",39,24,80,842,NA,1.164,0.47591285667717,1,86.2,100.3,10.04,3.43,1773.3,2394.8,2172.9,945.2,1780.7,1479.8,2770.4,2394.8,2297.3,2787.7,2886.3,2695.2,"High","High","High","High","High","High"
"Ag00001aa151108_T001",TRUE,"Master Protein","Ag00001aa151108_T001",31,25,129,833,NA,1.567,0.916839837327156,1,19,29.8,12.49,9.91,191.5,274.2,330.7,159,259.2,281.5,299.2,274.2,349.6,469,420.1,512.7,"High","High","High","High","High","High"
"Ag00001aa029524_T001",TRUE,"Master Protein","Ag00001aa029524_T001",37,27,70,986,NA,0.929,0.999999995988458,1,171.9,159.7,6.74,17.28,51.2,86.1,71.2,32.8,43.9,40.8,80,86.1,75.3,96.7,71.2,74.3,"High","High","High","High","High","High"
"Ag00001aa005816_T001",TRUE,"Master Protein","Ag00001aa005816_T001",67,16,202,261,NA,0.782,0.000899229724911965,0.0202504167656162,102,79.8,4.87,7.27,7213.2,11074.7,11470,3067.9,4855.6,4839.5,11268.9,11074.7,12126.9,9048.4,7870.3,8814.3,"High","High","High","High","High","High"
"Ag00001aa075749_T002",TRUE,"Master Protein","Ag00001aa075749_T002",54,14,181,379,NA,2.064,0.00556812711720356,0.0544811824426363,92.2,190.3,10.72,10.57,5531.7,7944.4,6588.8,5558.9,9024.3,9930.7,8642,7944.4,6966.2,16395.3,14627.2,18087,"High","High","High","High","High","High"
"Ag00001aa134621_T001",TRUE,"Master Protein","Ag00001aa134621_T001",41,20,79,744,NA,0.702,0.00693559118619824,0.0628531393390681,116.3,81.7,2.61,4.75,1568.8,2532.1,2441.3,612.4,1096.8,906.3,2450.9,2532.1,2581.1,1806.2,1777.8,1650.7,"High","High","High","High","High","High"
"Ag00001aa071072_T001",TRUE,"Master Protein","Ag00001aa071072_T001",42,12,176,379,NA,2.811,8.73268045959996e-05,0.00574845484869436,72.4,203.5,5.01,4.27,1016.1,1622.1,1393,1593.2,2664.8,2449.8,1587.4,1622.1,1472.8,4698.9,4319.3,4461.9,"High","High","High","High","High","High"
"Ag00001aa115352_T001",TRUE,"Master Protein","Ag00001aa115352_T001",48,17,157,410,NA,0.963,0.835019406626878,1,92.4,88.9,4.21,4.92,1057.3,1523.4,1473.8,478.7,960.9,823.6,1651.8,1523.4,1558.2,1411.9,1557.5,1500,"High","High","High","High","High","High"
"Ag00001aa051010_T003",TRUE,"Master Protein","Ag00001aa051010_T003",38,10,137,342,NA,0.781,0.474542015456073,1,76.4,59.7,17.85,8.79,1221.6,1797.7,1269.2,408.3,866.5,775.3,1908.5,1797.7,1341.9,1204.2,1404.5,1412.1,"High","High","High","High","High","High"
"Ag00001aa153229_T001",TRUE,"Master Protein","Ag00001aa153229_T001",44,15,75,504,"Met-loss+Acetyl [N-Term]",0.875,0.0956450213549637,0.371716023121739,114,99.7,4.15,4.21,1199.1,1939.9,1924.1,539.8,1064.5,932.1,1873.3,1939.9,2034.3,1592.1,1725.4,1697.7,"High","High","High","High","High","High"
"Ag00001aa037264_T001",TRUE,"Master Protein","Ag00001aa037264_T001",63,12,133,340,NA,0.872,0.747701290138893,1,117.7,102.7,6.74,8.96,3538.8,6183.7,5926.1,1926,3327,2611.8,5528.5,6183.7,6265.5,5680.5,5392.6,4756.9,"High","High","High","High","High","High"
"Ag00001aa126038_T001",TRUE,"Master Protein","Ag00001aa126038_T001",56,26,77,602,NA,0.956,0.894639929350122,1,61.7,59,5.54,7.81,105.1,183.2,162.2,48.6,102,90,164.2,183.2,171.5,143.3,165.3,163.9,"High","High","High","High","High","High"
"Ag00001aa109584_T001",TRUE,"Master Protein","Ag00001aa109584_T001",58,14,172,359,NA,0.366,0.174531333319438,0.549388502058205,193.9,71,35.31,8.39,8108,13160.6,6019.4,1365.7,2863.6,2583.9,12666.8,13160.6,6364.1,4028,4641.5,4706.1,"High","High","High","High","High","High"
"Ag00001aa092548_T001",TRUE,"Master Protein","Ag00001aa092548_T001",49,12,152,359,NA,0.351,0.0103616265391039,0.0843038823441318,252.2,88.6,37.52,18.49,593.8,1027,436.2,87.1,201.1,205.5,927.7,1027,461.2,256.9,326,374.3,"High","High","High","High","High","High"
"Ag00001aa021310_T001",TRUE,"Master Protein","Ag00001aa021310_T001",30,24,101,991,NA,0.672,0.000226891657024719,0.00962221414861823,119.5,80.3,3.3,6.46,1545.2,2439.6,2168.1,549.9,1085.3,851.2,2414,2439.6,2292.3,1621.9,1759.1,1550.3,"High","High","High","High","High","High"
"Ag00001aa017334_T001",TRUE,"Master Protein","Ag00001aa017334_T001",56,22,109,412,NA,0.818,0.216233009617872,0.636328108545624,172.3,141,4.5,13.14,170.5,258.6,230.5,59.5,130.5,125.3,266.4,258.6,243.7,175.5,211.5,228.2,"High","High","High","High","High","High"
"Ag00001aa070296_T002",TRUE,"Master Protein","Ag00001aa070296_T002",51,12,156,364,NA,0.777,0.811075981810045,1,60.8,47.2,8.49,7.82,298.4,526.7,424.7,135.6,211.8,198.9,466.2,526.7,449,399.9,343.3,362.3,"High","High","High","High","High","High"
"Ag00001aa045096_T002",TRUE,"Master Protein","Ag00001aa045096_T002",50,23,157,514,NA,1.545,0.0233816923920157,0.149172989626123,131,202.4,9.66,10.16,503.7,772.8,867.7,430.2,749.9,571.3,786.9,772.8,917.4,1268.8,1215.5,1040.5,"High","High","High","High","High","High"
"Ag00001aa101520_T001",TRUE,"Master Protein","Ag00001aa101520_T001",60,27,74,602,NA,1.138,0.613386059041505,1,54.4,61.9,5.55,2.55,539.8,925.3,794.8,325.3,607,513.3,843.3,925.3,840.3,959.4,983.9,934.9,"High","High","High","High","High","High"
"Ag00001aa136159_T001",TRUE,"Master Protein","Ag00001aa136159_T001",35,22,78,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa075698_T002",TRUE,"Master Protein","Ag00001aa075698_T002",35,13,111,560,NA,0.954,0.999999919480785,1,86.3,82.3,21.97,8.8,2171.3,3185.4,2072.2,885.4,1893.5,1667.8,3392.1,3185.4,2190.9,2611.4,3069.1,3037.6,"High","High","High","High","High","High"
"Ag00001aa001578_T001",TRUE,"Master Protein","Ag00001aa001578_T001",53,20,120,435,NA,0.919,0.711295752802084,1,105.2,96.7,7.89,2.92,3934.5,5534.5,4992.8,1725,3054.6,2881.8,6146.7,5534.5,5278.8,5087.7,4951.1,5248.7,"High","High","High","High","High","High"
