"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Mg-1_Summer","Abundance_Mg-2_Summer","Abundance_Mg-3_Summer","Abundance_Mg-1_Winter","Abundance_Mg-2_Winter","Abundance_Mg-3_Winter","Abundances_Normalized_Mg-1_Summer","Abundances_Normalized_Mg-2_Summer","Abundances_Normalized_Mg-3_Summer","Abundances_Normalized_Mg-1_Winter","Abundances_Normalized_Mg-2_Winter","Abundances_Normalized_Mg-3_Winter","Found_in_Sample_S12_Mg-1_Summer","Found_in_Sample_S15_Mg-2_Summer","Found_in_Sample_S18_Mg-3_Summer","Found_in_Sample_S11_Mg-1_Winter","Found_in_Sample_S14_Mg-2_Winter","Found_in_Sample_S17_Mg-3_Winter"
"Ag00001aa153409_T001",TRUE,"Master Protein","Ag00001aa153409_T001",29,33,118,1621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa057358_T001",TRUE,"Master Protein","Ag00001aa057358_T001",62,22,129,534,"Met-loss [N-Term]",1.03,0.99999960914664,1,62.2,64,14.14,6.3,46.3,30.1,34.2,44.7,45,31.8,83.4,63.7,69.1,75.3,71.2,66.4,"High","High","High","High","High","High"
"Ag00001aa004820_T001",TRUE,"Master Protein","Ag00001aa004820_T001",56,6,636,196,NA,1.535,0.560320390012233,1,4.8,7.4,4.57,16.41,48.8,39.6,39.7,91.6,81.3,53.4,87.9,83.8,80.2,154.3,128.6,111.4,"High","High","High","High","High","High"
"Ag00001aa138044_T002",TRUE,"Master Protein","Ag00001aa138044_T002",45,6,918,184,NA,0.888,0.959859672570231,1,25.8,22.9,8.78,14.39,3271.1,2405.8,2967.9,3107.6,3508.5,2002.6,5893.6,5090,5999.2,5235.3,5550.1,4179.5,"High","Not Found","Not Found","High","Not Found","Not Found"
"Ag00001aa124931_T001",TRUE,"Master Protein","Ag00001aa124931_T001",39,35,135,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa101108_T001",TRUE,"Master Protein","Ag00001aa101108_T001",43,27,91,893,NA,0.856,0.0377970034810984,0.150783158991709,122.2,104.6,8.12,5.94,1942.2,1475.6,1813.3,1778.3,1937.2,1310.3,3499.3,3122,3665.4,2995.8,3064.5,2734.7,"High","High","High","High","High","High"
"Ag00001aa116653_T001",TRUE,"Master Protein","Ag00001aa116653_T001",44,27,91,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa056733_T001",TRUE,"Master Protein","Ag00001aa056733_T001",53,22,129,593,NA,1.09,0.375794061145983,0.787258502502694,73.3,79.9,6.32,2.31,1819.6,1671.7,1544.8,2121.7,2222.3,1762.9,3278.4,3536.9,3122.6,3574.4,3515.5,3679.3,"High","High","High","High","High","High"
"Ag00001aa122617_T002",TRUE,"Master Protein","Ag00001aa122617_T002",54,15,189,377,NA,0.708,0.000811880650877228,0.00975402580358347,166.3,117.8,16.2,3.94,1330.2,1122.1,1545.2,1007.3,1009.4,824.5,2396.7,2374.1,3123.4,1697,1596.8,1720.8,"High","High","High","High","High","High"
"Ag00001aa090110_T002",TRUE,"Master Protein","Ag00001aa090110_T002",38,32,125,864,NA,1.624,0.0281246598969883,0.122242777772541,76.1,123.7,13.59,14.16,118.9,80.4,84.7,174,175.8,106.4,214.2,170.1,171.2,293.1,278.1,222.1,"High","High","High","High","High","High"
"Ag00001aa006282_T003",TRUE,"Master Protein","Ag00001aa006282_T003",44,27,221,703,"Met-loss+Acetyl [N-Term]",0.176,0.0190522558752153,0.0934038607654529,238,41.9,26.57,26.26,3235.7,2796.1,4484.1,374.8,658.8,500.6,5829.8,5915.8,9064.1,631.4,1042.2,1044.8,"High","High","High","High","High","High"
"Ag00001aa015202_T001",TRUE,"Master Protein","Ag00001aa015202_T001",50,19,278,485,NA,1.538,0.112231241528445,0.333551298774969,102.1,157,10.97,6.33,8360.5,5712.4,6886.9,11594.3,13532.1,10591.2,15063.3,12085.9,13921,19532.5,21406.5,22104.3,"High","High","High","High","High","High"
"Ag00001aa129782_T003",TRUE,"Master Protein","Ag00001aa129782_T003",41,30,104,1052,NA,1.137,0.404798116350851,0.828718363079867,86.3,98.1,2.16,9.91,387.5,331.2,359.1,434.2,503.6,426.6,698.2,700.7,725.9,731.5,796.6,890.3,"High","High","High","High","High","High"
"Ag00001aa004824_T001",TRUE,"Master Protein","Ag00001aa004824_T001",34,4,974,204,NA,1.217,0.973561241634923,1,7.8,9.5,18.79,27.64,16.3,13.7,10.2,22.9,22.3,10.5,29.4,29,20.6,38.6,35.3,21.9,"High","High","High","High","High","High"
"Ag00001aa070037_T001",TRUE,"Master Protein","Ag00001aa070037_T001",56,16,179,377,NA,0.598,0.000343016638551408,0.00533567861083665,176.3,105.5,14.38,0.94,1745.6,1604.5,2042.7,1213.4,1268.5,972.8,3145.1,3394.7,4129.1,2044.2,2006.6,2030.3,"High","High","High","High","High","High"
"Ag00001aa012681_T002",TRUE,"Master Protein","Ag00001aa012681_T002",47,16,367,440,"Met-loss [N-Term]",2.289,0.0685906113627587,0.229721204502278,59.4,136,18.09,19.94,862.1,714.6,543.7,1830.7,2845.7,1658,1553.3,1511.9,1099,3084.1,4501.6,3460.3,"High","High","High","High","High","High"
"Ag00001aa134613_T001",TRUE,"Master Protein","Ag00001aa134613_T001",55,24,146,583,"Met-loss [N-Term]",1.42,2.19346047725111e-06,0.000454637599441369,77.5,110.1,6.59,2.94,3426.4,2949.9,2734.3,5161.8,5540.8,4397.8,6173.4,6241.2,5527,8695.9,8765,9178.4,"High","High","High","High","High","High"
"Ag00001aa119509_T001",TRUE,"Master Protein","Ag00001aa119509_T001",38,30,115,1082,NA,1.021,0.999999481699487,1,102.1,104.3,2.91,2.23,3148.7,2671.9,2945.1,3358.4,3661.6,2834.5,5673.1,5653,5953.2,5657.8,5792.3,5915.7,"High","High","High","High","High","High"
"Ag00001aa138047_T001",TRUE,"Master Protein","Ag00001aa138047_T001",42,5,877,197,NA,0.879,0.967460597832237,1,29.4,25.8,5.25,8.98,2333.1,1805.5,2064.8,2177,2500.5,1582.6,4203.6,3819.9,4173.7,3667.5,3955.6,3303,"High","High","High","High","High","High"
"Ag00001aa009933_T002",TRUE,"Master Protein","Ag00001aa009933_T002",51,19,124,530,NA,0.767,0.0012219702060362,0.0129108518754783,91.7,70.3,6.61,2.33,1949.6,1856.3,1734.9,1652.2,1682.7,1290.1,3512.6,3927.4,3506.9,2783.4,2661.9,2692.5,"High","High","High","High","High","High"
"Ag00001aa124559_T001",TRUE,"Master Protein","Ag00001aa124559_T001",42,26,208,703,"Met-loss+Acetyl [N-Term]",0.589,0.768347380514443,1,49.4,29.1,14.06,8.05,73.2,49.2,67.4,51.4,46.9,37.2,131.9,104.1,136.2,86.6,74.2,77.6,"High","High","High","High","High","High"
"Ag00001aa099401_T001",TRUE,"Master Protein","Ag00001aa099401_T001",56,15,176,377,NA,0.679,0.0079558054318567,0.0493132997388445,196.2,133.3,13.97,3.32,161.9,137,181.7,117.6,119.2,96.3,291.7,289.9,367.3,198.1,188.6,201,"High","High","High","High","High","High"
"Ag00001aa152722_T001",TRUE,"Master Protein","Ag00001aa152722_T001",50,19,273,485,NA,0.94,0.999974899112851,1,34.6,32.5,9.74,7.27,6.9,6.5,5.6,7.8,7.3,5.6,12.4,13.8,11.3,13.1,11.5,11.7,"High","High","High","High","High","High"
"Ag00001aa009503_T002",TRUE,"Master Protein","Ag00001aa009503_T002",56,14,164,350,NA,0.45,0.1597021369971,0.431105338331016,225.2,101.3,14.56,11.02,6557.3,5468.9,7373.7,2873.3,3806.4,2547,11814.5,11570.7,14905,4840.6,6021.4,5315.7,"High","High","High","High","High","High"
"Ag00001aa098030_T001",TRUE,"Master Protein","Ag00001aa098030_T001",93,15,193,253,NA,1.046,0.999998713389419,1,47.6,49.9,7.56,21.49,270.8,238.5,215.5,343,322.7,178.5,487.9,504.6,435.6,577.8,510.5,372.5,"High","High","High","High","High","High"
"Ag00001aa087830_T001",TRUE,"Master Protein","Ag00001aa087830_T001",65,21,132,481,NA,1.106,0.38195167620257,0.796499776202742,91.8,101.4,4.1,3.73,1977.1,1551.9,1711.4,2183.9,2417.6,1899.5,3562.2,3283.4,3459.4,3679.1,3824.4,3964.3,"High","High","High","High","High","High"
"Ag00001aa129298_T001",TRUE,"Master Protein","Ag00001aa129298_T001",56,15,176,377,NA,1.059,0.875934548144575,1,93.1,98.6,43.06,29.98,26.2,19,42.8,16.9,31.6,24.9,47.2,40.2,86.5,28.5,50,52,"High","High","High","High","High","High"
"Ag00001aa031315_T003",TRUE,"Master Protein","Ag00001aa031315_T003",50,21,117,593,NA,1.121,0.746155777618754,1,31.6,35.4,7.42,18.69,97,71.2,81.5,136.8,116.7,76.6,174.8,150.6,164.7,230.5,184.6,159.9,"High","High","High","High","High","High"
"Ag00001aa153325_T001",TRUE,"Master Protein","Ag00001aa153325_T001",37,26,104,1028,NA,0.792,0.415808101467276,0.845576844403385,57,45.1,14.37,26.8,13.2,8.6,11.6,12.4,7.6,8.9,23.8,18.2,23.4,20.9,12,18.6,"High","High","High","High","High","High"
"Ag00001aa050502_T001",TRUE,"Master Protein","Ag00001aa050502_T001",40,28,79,986,NA,0.991,0.999695978702034,1,128.2,127.1,10.88,7.22,1699.7,1296.5,1687.6,1777.8,2153.8,1454.5,3062.4,2743,3411.3,2995,3407.1,3035.6,"High","High","High","High","High","High"
"Ag00001aa070760_T001",TRUE,"Master Protein","Ag00001aa070760_T001",40,24,119,682,NA,1.619,0.211390572742784,0.521983392924169,50.4,81.7,10.28,1.84,1122.1,858.8,814.4,1794.4,1859.9,1398.7,2021.7,1817,1646.2,3023,2942.2,2919.2,"High","High","High","High","High","High"
"Ag00001aa026485_T001",TRUE,"Master Protein","Ag00001aa026485_T001",60,26,125,582,NA,1.747,0.000394740186521636,0.00596640905892817,88.6,154.9,7.48,10.95,2517.3,2318.5,2090,4165.2,5009.6,4190,4535.5,4905.3,4224.7,7017,7924.7,8744.7,"High","High","High","High","High","High"
"Ag00001aa041730_T001",TRUE,"Master Protein","Ag00001aa041730_T001",44,11,217,332,NA,0.879,0.408236015033092,0.833965859987039,132.4,116.4,11.3,4.69,10237.3,10633.7,9290.5,9449.9,11041.4,7908.9,18444.8,22498,18779.6,15919.9,17466.5,16506.3,"High","High","High","High","High","High"
"Ag00001aa046177_T001",TRUE,"Master Protein","Ag00001aa046177_T001",33,24,103,1039,NA,1.064,0.992984326568912,1,181.5,193,4.31,12.54,647.8,538.3,612.3,669.2,784.7,690.9,1167.2,1138.9,1237.7,1127.4,1241.3,1441.9,"High","High","High","High","High","High"
"Ag00001aa029372_T001",TRUE,"Master Protein","Ag00001aa029372_T001",62,18,185,325,NA,1.308,0.999837968982427,1,33.2,43.5,22.23,33.58,8.1,5.6,4.6,9.6,9.8,3.9,14.6,11.8,9.3,16.2,15.5,8.1,"High","High","High","High","High","High"
"Ag00001aa039501_T001",TRUE,"Master Protein","Ag00001aa039501_T001",56,24,128,585,NA,1.344,0.0105430503846069,0.0604241762364727,92.8,124.7,0.89,8.57,102.8,86.4,90.1,131.2,165.9,117.7,185.2,182.8,182.1,221,262.4,245.6,"High","High","High","High","High","High"
"Ag00001aa075954_T002",TRUE,"Master Protein","Ag00001aa075954_T002",56,25,173,511,NA,1.166,0.999811757044056,1,50.6,59,11.51,14.4,746.6,773.8,669.5,964.8,997.8,591.8,1345.2,1637.2,1353.3,1625.4,1578.4,1235.1,"High","High","High","High","High","High"
"Ag00001aa069821_T001",TRUE,"Master Protein","Ag00001aa069821_T001",44,11,199,332,NA,1.114,0.961791120881787,1,37.7,42,1.09,8.57,81.9,69.2,74,100.7,103.9,68.9,147.6,146.4,149.6,169.6,164.4,143.8,"High","High","High","High","High","High"
"Ag00001aa012115_T001",TRUE,"Master Protein","Ag00001aa012115_T001",56,13,186,324,NA,0.947,0.999694451859943,1,51.1,48.3,11.18,3.2,2172.8,2146.3,1812.5,2200.1,2270.5,1834.7,3914.8,4541,3663.7,3706.4,3591.7,3829.1,"High","High","High","High","High","High"
"Ag00001aa021850_T002",TRUE,"Master Protein","Ag00001aa021850_T002",48,18,114,530,NA,0.942,0.963880893227308,1,96.1,90.6,9.78,8.45,24.7,20.2,18.2,24.1,22,19.3,44.5,42.7,36.8,40.6,34.8,40.3,"High","High","High","High","High","High"
"Ag00001aa092307_T001",TRUE,"Master Protein","Ag00001aa092307_T001",66,13,136,290,"Met-loss+Acetyl [N-Term]",1.471,0.00302713834157942,0.02481133735476,72.2,106.2,13.91,11.21,2068.5,1894.8,1502.9,3253.8,3064.5,2909.9,3726.9,4008.9,3037.9,5481.6,4847.8,6073.1,"High","High","High","High","High","High"
"Ag00001aa116942_T002",TRUE,"Master Protein","Ag00001aa116942_T002",40,14,154,493,NA,1.881,0.0272740076557074,0.11965824525703,51.4,96.6,14.23,10.57,2183.2,1405.6,1646.2,3715.6,4518,2787.2,3933.5,2973.9,3327.6,6259.5,7147.1,5817,"High","High","High","High","High","High"
"Ag00001aa079185_T001",TRUE,"Master Protein","Ag00001aa079185_T001",43,29,121,810,NA,1.102,0.681708556893994,1,100.3,110.5,8.97,7.38,3159.2,3204.2,2993.7,3959.6,4048.6,3534.9,5692,6779.2,6051.4,6670.6,6404.5,7377.5,"High","High","High","High","High","High"
"Ag00001aa107984_T001",TRUE,"Master Protein","Ag00001aa107984_T001",50,19,181,414,NA,0.954,0.988526036372705,1,131.2,125.2,11.98,12.22,412.2,295.6,392.7,420.5,483.8,287.1,742.7,625.4,793.8,708.4,765.3,599.2,"High","High","High","High","High","High"
"Ag00001aa033715_T001",TRUE,"Master Protein","Ag00001aa033715_T001",60,24,121,412,NA,1.315,0.071749307455277,0.237827352594073,77.8,102.3,7.61,3.24,3067.9,2335,2373,3826,4322.9,3112.9,5527.5,4940.2,4796.7,6445.5,6838.4,6496.8,"High","High","High","High","High","High"
"Ag00001aa111393_T001",TRUE,"Master Protein","Ag00001aa111393_T001",42,30,84,876,"Met-loss [N-Term]",0.97,0.99999883728679,1,118.5,114.9,10.24,0.99,2354.5,2145.3,1829.8,2441.6,2633.4,1957.7,4242.2,4538.9,3698.7,4113.3,4165.8,4085.8,"High","High","High","High","High","High"
"Ag00001aa068250_T001",TRUE,"Master Protein","Ag00001aa068250_T001",49,11,130,340,NA,0.694,0.00476858916198641,0.0341026376432968,152.5,105.9,7.44,10.97,1091.5,1030.2,935.4,810.5,1017,630.4,1966.6,2179.6,1890.8,1365.4,1608.8,1315.7,"High","High","High","High","High","High"
"Ag00001aa126989_T001",TRUE,"Master Protein","Ag00001aa126989_T001",47,28,102,701,NA,1.35,0.506326815314267,0.970043633759695,67.4,90.9,9.33,1.94,1849.3,1385.2,1380,2347.7,2529.3,1845.6,3331.9,2930.7,2789.5,3955.1,4001.1,3851.9,"High","High","High","High","High","High"
"Ag00001aa035496_T001",TRUE,"Master Protein","Ag00001aa035496_T001",43,30,84,876,"Met-loss [N-Term]",NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,"High","High","High","High","High","High"
"Ag00001aa023040_T001",TRUE,"Master Protein","Ag00001aa023040_T001",59,25,140,576,NA,0.722,0.0332316045203755,0.137781966489419,77.4,55.8,14.97,8.58,632.8,409.3,561.3,497.9,517.7,341.5,1140.1,866,1134.6,838.8,819,712.7,"High","High","High","High","High","High"
"Ag00001aa061732_T001",TRUE,"Master Protein","Ag00001aa061732_T001",41,17,151,620,NA,1.893,0.00129868449980486,0.0135235665082344,65.3,123.7,5.89,5.55,2568.2,1963.4,2090.1,4330.7,5056.9,3872.7,4627.2,4154,4224.9,7295.8,7999.5,8082.5,"High","High","High","High","High","High"
"Ag00001aa003452_T001",TRUE,"Master Protein","Ag00001aa003452_T001",42,17,263,488,NA,2.433,0.117313254647911,0.345731792505887,53.4,129.8,24.18,22.99,834,683.8,462.4,2089.3,2990.1,1462.4,1502.6,1446.7,934.7,3519.8,4730.1,3052.1,"High","High","High","High","High","High"
"Ag00001aa008697_T002",TRUE,"Master Protein","Ag00001aa008697_T002",56,25,134,576,NA,0.697,0.0369354191451822,0.148907370549578,78.7,54.9,10.13,6.98,2474.6,1748.8,2181.4,1947.2,1943,1366.5,4458.5,3700,4409.4,3280.4,3073.6,2852,"High","High","High","High","High","High"
"Ag00001aa048344_T001",TRUE,"Master Protein","Ag00001aa048344_T001",30,20,75,842,NA,100,NA,NA,0,10,NA,NA,0,0,0,2.5,0,0,0,0,0,4.2,0,0,"Not Found","Not Found","Not Found","High","Not Found","Not Found"
"Ag00001aa107827_T001",TRUE,"Master Protein","Ag00001aa107827_T001",43,28,70,807,NA,0.837,0.533290384650452,1,141.2,118.2,7.78,5.91,2708.6,2395,2153.1,2556.8,2583.1,1833.5,4880.2,5067.2,4352.2,4307.4,4086.2,3826.6,"High","High","High","High","High","High"
"Ag00001aa066636_T001",TRUE,"Master Protein","Ag00001aa066636_T001",54,20,136,435,NA,1.332,0.0432820999524173,0.166371897188489,53.6,71.4,8.87,6.54,227.6,178.1,169.8,302.5,317.4,216.1,410.1,376.8,343.2,509.6,502.1,451,"High","High","High","High","High","High"
"Ag00001aa091612_T001",TRUE,"Master Protein","Ag00001aa091612_T001",50,19,172,414,NA,0.983,0.99999951272667,1,119.5,117.4,11.22,4.99,5876.4,4507.4,5900.5,6145.9,6576,5414.3,10587.7,9536.4,11927.1,10353.8,10402.6,11299.9,"High","High","High","High","High","High"
"Ag00001aa032373_T001",TRUE,"Master Protein","Ag00001aa032373_T001",56,18,114,480,NA,1.237,0.159961964304419,0.431562352140366,115,142.3,9.14,8.68,362.3,263.5,277.6,360.7,438.9,344.5,652.8,557.5,561.1,607.7,694.3,719,"High","High","High","High","High","High"
"Ag00001aa091875_T001",TRUE,"Master Protein","Ag00001aa091875_T001",30,23,140,803,NA,3.101,0.165180876280524,0.436535972021095,39.6,122.7,29.44,1.31,357,233,173.8,907.5,975.1,720.3,643.2,493,351.3,1528.8,1542.5,1503.3,"High","High","High","High","High","High"
"Ag00001aa059249_T001",TRUE,"Master Protein","Ag00001aa059249_T001",59,19,192,326,NA,1.155,0.426845515299835,0.863032462692923,161.1,186.1,10.51,6.46,278.2,224.6,201.5,343.6,347,243.7,501.2,475.2,407.3,578.9,548.9,508.6,"High","High","High","High","High","High"
"Ag00001aa063744_T001",TRUE,"Master Protein","Ag00001aa063744_T001",76,12,129,236,NA,1.245,0.128683127493382,0.370949655855603,88.9,110.7,8.33,2.47,3359.5,3095.2,2741.1,4471.7,4666,3714.2,6052.9,6548.6,5540.8,7533.3,7381.2,7751.7,"High","High","High","High","High","High"
"Ag00001aa033757_T001",TRUE,"Master Protein","Ag00001aa033757_T001",31,20,77,842,NA,100,NA,NA,0,4.4,NA,60.87,0,0,0,5.6,0,1.8,0,0,0,9.4,0,3.8,"Not Found","Not Found","Not Found","High","Not Found","High"
"Ag00001aa040350_T001",TRUE,"Master Protein","Ag00001aa040350_T001",34,23,79,984,NA,2.268,0.242476833581684,0.578430524945259,39.4,89.4,32.71,11.27,209.7,131.6,95.4,374.8,433,261.7,377.8,278.4,192.8,631.4,685,546.2,"High","High","High","High","High","High"
"Ag00001aa071199_T001",TRUE,"Master Protein","Ag00001aa071199_T001",36,25,83,985,NA,2.316,0.292996020326756,0.658207903509293,40.7,94.3,19.66,13.6,880,561.2,550,1632,1744,1031.4,1585.5,1187.3,1111.8,2749.4,2758.8,2152.6,"High","High","High","High","High","High"
"Ag00001aa033758_T001",TRUE,"Master Protein","Ag00001aa033758_T001",39,24,80,842,NA,1.075,0.957082306939092,1,109.3,117.5,3.34,1.74,1686.1,1425.1,1584.9,1958.8,2063.8,1528,3037.9,3015.1,3203.7,3299.9,3264.7,3189,"High","High","High","High","High","High"
"Ag00001aa151108_T001",TRUE,"Master Protein","Ag00001aa151108_T001",31,25,129,833,NA,3.154,0.132547479673806,0.378730561410016,35.3,111.4,32.02,5.17,395.1,262.3,180.2,960.5,1129.8,838.7,711.9,555,364.3,1618.1,1787.2,1750.4,"High","High","High","High","High","High"
"Ag00001aa029524_T001",TRUE,"Master Protein","Ag00001aa029524_T001",37,27,70,986,NA,1.139,0.982292345867939,1,32.3,36.8,19.93,12.7,11.4,7.1,7.2,12.5,10.7,8.2,20.5,15,14.6,21.1,16.9,17.1,"High","High","High","High","High","High"
"Ag00001aa005816_T001",TRUE,"Master Protein","Ag00001aa005816_T001",67,16,202,261,NA,0.655,5.62529052707816e-05,0.00160196445643292,145.1,95,1.16,5.56,8777.5,7648.2,7935.4,6833.1,6639.5,5002.2,15814.6,16181.5,16040.4,11511.5,10503.1,10439.8,"High","High","High","High","High","High"
"Ag00001aa075749_T002",TRUE,"Master Protein","Ag00001aa075749_T002",54,14,181,379,NA,1.745,0.0412241010718545,0.160861725869172,40.9,71.4,1.71,6.1,2013.8,1665.4,1742.4,3879.3,3886.2,2771.8,3628.3,3523.5,3522,6535.3,6147.6,5784.9,"High","High","High","High","High","High"
"Ag00001aa134621_T001",TRUE,"Master Protein","Ag00001aa134621_T001",41,20,79,744,NA,0.735,0.00668510347745688,0.0442628129135173,130.8,96.1,11.91,1.84,1551.4,1627.9,1408.5,1210.6,1336.5,1002.4,2795.2,3444.2,2847.1,2039.5,2114.2,2092.1,"High","High","High","High","High","High"
"Ag00001aa071072_T001",TRUE,"Master Protein","Ag00001aa071072_T001",42,12,176,379,NA,1.848,0.00708549271255821,0.0456688911432502,46.4,85.7,1.41,5.59,565.7,480.5,491.4,1211.3,1161.8,900.3,1019.2,1016.6,993.3,2040.6,1837.9,1879,"High","High","High","High","High","High"
"Ag00001aa115352_T001",TRUE,"Master Protein","Ag00001aa115352_T001",48,17,157,410,NA,0.774,0.00179396269415211,0.0168151375453439,125,96.7,11.14,4.46,1169.7,887.9,1162.1,968.6,976.3,808.7,2107.5,1878.6,2349,1631.8,1544.4,1687.8,"High","High","High","High","High","High"
"Ag00001aa051010_T003",TRUE,"Master Protein","Ag00001aa051010_T003",38,10,137,342,NA,0.938,0.985198391255787,1,140.4,131.7,0.78,3.1,1836,1541.8,1634.8,1746.6,1966.6,1485.9,3308,3262,3304.5,2942.4,3111,3101.1,"High","High","High","High","High","High"
"Ag00001aa153229_T001",TRUE,"Master Protein","Ag00001aa153229_T001",44,15,75,504,"Met-loss+Acetyl [N-Term]",1.194,0.0140007198869115,0.0739176596698702,82.7,98.7,6.33,4.31,815.7,612.5,696.4,993.6,1141.4,805.2,1469.7,1295.9,1407.7,1673.9,1805.6,1680.5,"High","High","High","High","High","High"
"Ag00001aa037264_T001",TRUE,"Master Protein","Ag00001aa037264_T001",63,12,133,340,NA,0.842,0.12363359442777,0.360304481816888,106.2,89.5,17.95,1.51,3096.6,3544,2748.1,2764.9,3032.5,2252.1,5579.2,7498.1,5554.9,4657.9,4797.1,4700.2,"High","High","High","High","High","High"
"Ag00001aa126038_T001",TRUE,"Master Protein","Ag00001aa126038_T001",56,26,77,602,NA,0.589,0.00256043196318245,0.021815369944311,185.1,109.1,18.98,9.9,217.1,271.8,254.3,165,191.5,162.1,391.2,575.1,514,278,302.9,338.3,"High","High","High","High","High","High"
"Ag00001aa109584_T001",TRUE,"Master Protein","Ag00001aa109584_T001",58,14,172,359,NA,0.945,0.999343506236542,1,94.8,89.6,8.1,8.61,3917.1,2889.7,3064.8,3140.2,3974.6,2805.4,7057.5,6113.8,6195.1,5290.2,6287.4,5855,"High","High","High","High","High","High"
"Ag00001aa092548_T001",TRUE,"Master Protein","Ag00001aa092548_T001",49,12,152,359,NA,0.719,0.693924257637131,1,58.6,42.1,12.44,5.11,119.6,88.8,119.4,99.7,96.8,74.2,215.5,187.9,241.4,168,153.1,154.9,"High","High","High","High","High","High"
"Ag00001aa021310_T001",TRUE,"Master Protein","Ag00001aa021310_T001",30,24,101,991,NA,1.108,0.432892255404231,0.871267398447627,93.5,103.7,7.9,3.01,1049.2,978.8,876.1,1243.6,1310.8,1050.9,1890.4,2070.9,1770.9,2095.1,2073.6,2193.3,"High","High","High","High","High","High"
"Ag00001aa017334_T001",TRUE,"Master Protein","Ag00001aa017334_T001",56,22,109,412,NA,0.93,0.861419758768786,1,40.3,37.5,9.06,13.1,30.8,28.6,32.9,33.4,38.8,22.6,55.5,60.5,66.5,56.3,61.4,47.2,"High","High","High","High","High","High"
"Ag00001aa070296_T002",TRUE,"Master Protein","Ag00001aa070296_T002",51,12,156,364,NA,0.592,0.370030938806358,0.78025985999543,230.7,136.6,18.84,3.82,709.6,871.6,875.4,589.6,662.4,512.8,1278.5,1844.1,1769.5,993.3,1047.9,1070.2,"High","High","High","High","High","High"
"Ag00001aa045096_T002",TRUE,"Master Protein","Ag00001aa045096_T002",50,23,157,514,NA,1.228,0.618018671857532,1,22.8,28,4.67,14.8,76,68.6,65.5,107.3,106.3,64.5,136.9,145.1,132.4,180.8,168.2,134.6,"High","High","High","High","High","High"
"Ag00001aa101520_T001",TRUE,"Master Protein","Ag00001aa101520_T001",60,27,74,602,NA,0.616,0.000264841461566467,0.00457488353129619,177.5,109.3,12.76,9.63,1276.3,1402.7,1361.7,976.6,1240,811.9,2299.5,2967.7,2752.5,1645.2,1961.6,1694.5,"High","High","High","High","High","High"
"Ag00001aa136159_T001",TRUE,"Master Protein","Ag00001aa136159_T001",35,22,78,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa075698_T002",TRUE,"Master Protein","Ag00001aa075698_T002",35,13,111,560,NA,0.926,0.998877431275207,1,126.7,117.4,3.18,4.93,2596.8,2097.7,2326.9,2435.8,2739.8,2170.2,4678.7,4438.2,4703.5,4103.5,4334.1,4529.3,"High","High","High","High","High","High"
"Ag00001aa001578_T001",TRUE,"Master Protein","Ag00001aa001578_T001",53,20,120,435,NA,1.175,0.0647809839872997,0.220809314217257,80.3,94.3,11.03,6.41,2344.6,2063.6,1747.8,2945.5,3038.3,2602,4224.3,4366,3533,4962.2,4806.3,5430.5,"High","High","High","High","High","High"
