"Checked","Protein_FDR_Confidence_Combined","Master","Accession","Description","Exp_q_value_Combined","Sum_PEP_Score","Coverage","Peptides","PSMs","Unique_Peptides","AAs","MW_kDa","calc_pI","Score_Sequest_HT_Sequest_HT","Peptides_by_Search_Engine_Sequest_HT","Biological_Process","Cellular_Component","Molecular_Function","Pfam_IDs","Entrez_Gene_ID","Gene_ID","Gene_Symbol","Ensembl_Gene_ID","Protein_Pathway_Groups","Razor_Peptides","Abundance_Ratio_Winter_Summer","Abundance_Ratio_P_Value_Winter_Summer","Abundances_Grouped_Summer","Abundances_Grouped_Winter","Abundances_Grouped_CV_Summer","Abundances_Grouped_CV_Winter","Abundance_C002_summer","Abundance_C004_summer","Abundance_C022_summer","Abundance_C031_summer","Abundance_C071-1_summer","Abundance_C071-2_summer","Abundance_C071-3_summer","Abundance_C076_summer","Abundance_C002_winter","Abundance_C004_winter","Abundance_C022_winter","Abundance_C031_winter","Abundance_C071-1_winter","Abundance_C071-2_winter","Abundance_C071-3_winter","Abundance_C076_winter","Abundances_Normalized_C002_summer","Abundances_Normalized_C004_summer","Abundances_Normalized_C022_summer","Abundances_Normalized_C031_summer","Abundances_Normalized_C071-1_summer","Abundances_Normalized_C071-2_summer","Abundances_Normalized_C071-3_summer","Abundances_Normalized_C076_summer","Abundances_Normalized_C002_winter","Abundances_Normalized_C004_winter","Abundances_Normalized_C022_winter","Abundances_Normalized_C031_winter","Abundances_Normalized_C071-1_winter","Abundances_Normalized_C071-2_winter","Abundances_Normalized_C071-3_winter","Abundances_Normalized_C076_winter","Found_in_Sample_S369_C002_summer","Found_in_Sample_S370_C004_summer","Found_in_Sample_S371_C022_summer","Found_in_Sample_S372_C031_summer","Found_in_Sample_S373_C071-1_summer","Found_in_Sample_S374_C071-2_summer","Found_in_Sample_S375_C071-3_summer","Found_in_Sample_S376_C076_summer","Found_in_Sample_S377_C002_winter","Found_in_Sample_S378_C004_winter","Found_in_Sample_S379_C022_winter","Found_in_Sample_S380_C031_winter","Found_in_Sample_S381_C071-1_winter","Found_in_Sample_S382_C071-2_winter","Found_in_Sample_S383_C071-3_winter","Found_in_Sample_S384_C076_winter","Protein_Groups","Modifications"
TRUE,"High","Master Protein","TdactyloidesS_mRNA19062","TdactyloidesS_mRNA19062",0,15.992,30,4,9,4,171,18.4,5.72,29.45,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA19062",NA,NA,0,0,4.742,6.92865961937628e-07,34.8,165.2,45.93,31.47,31.7,29.4,45.6,22.2,31.3,52.1,73,31.6,76.2,117.3,85,168,208.8,159.3,228.5,108.3,113,64.8,149.9,45.5,53.5,52.1,76.9,68.6,182.8,255.6,254.8,329.4,520,357.5,375.4,303.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA49174","TdactyloidesS_mRNA49174",0,53.892,18,9,23,6,652,71.6,6.96,79.54,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA49174",NA,NA,0,0,4.26,1.46495307085104e-06,38,162,38.92,63.05,45.6,96.1,48.4,87.9,40.3,80.9,82.6,88.5,407.6,330.6,294.6,425.2,78,61.4,75.7,232.6,162.5,211.8,159.2,180,68.9,80.9,87,192,977.7,720.4,883.2,833.6,194.3,137.8,124.4,651.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA29843","TdactyloidesS_mRNA29843",0,310.37,67,38,217,9,703,75.5,6.51,821.36,38,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA29843",NA,NA,0,31,0.226,1.55552606062592e-06,163.1,36.9,98.12,22.33,797.9,2462.7,867.6,4226.2,15919.3,23826.4,4195.3,2147.3,650.6,495.5,521.5,470.6,524.6,422.2,729.7,336.3,2844.1,5427.9,2852.9,8655.2,27221.1,23826.4,4421.3,4659.5,1560.5,1079.7,1563.4,922.6,1306.5,947.6,1198.7,942.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA8160","TdactyloidesS_mRNA8160",0,26.026,20,6,9,5,399,44.6,6.04,32.46,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8160",NA,NA,0,0,0.204,1.57090827435091e-06,166.1,33.9,93.91,46.69,48.6,226.7,44.1,414.8,390.3,1710.4,202,115.3,35.3,66.8,53.3,35.9,27.5,27.2,27.1,26.5,173.2,499.7,145,849.5,667.4,1710.4,212.9,250.2,84.7,145.6,159.8,70.4,68.5,61,44.5,74.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA24484","TdactyloidesS_mRNA24484",0,113.823,44,17,42,17,533,60.2,7.52,158.02,17,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA24484",NA,NA,0,0,0.227,1.65650928019012e-06,163,37,34.43,45.22,550.8,870.9,584.8,715.3,561.6,831.9,1204.9,1105.1,215,192.8,134.2,314.6,50.2,160.6,99.9,113,1963.3,1919.5,1923,1464.9,960.3,831.9,1269.8,2398,515.7,420.1,402.3,616.8,125,360.5,164.1,316.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA68274","TdactyloidesS_mRNA68274",0,55.067,25,17,27,13,980,106.8,6.42,79.15,17,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA68274",NA,NA,0,0,4.468,1.85448167910884e-06,36.6,163.4,49.51,60.3,57.9,47.4,50.7,47.7,35.1,55,74.9,86.9,288.8,297.5,220.3,308.2,55.3,86,64.9,120.4,206.4,104.5,166.7,97.7,60,55,78.9,188.6,692.7,648.2,660.4,604.2,137.7,193,106.6,337.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA31512","TdactyloidesS_mRNA31512",0,26.535,29,4,8,4,215,23.4,8.13,31.68,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA31512",NA,NA,0,0,5.506,2.49928683593303e-06,30.7,169.3,120.68,93.66,4.6,0,0,0,3.2,0,8.2,32.4,31.6,26.2,25.1,108.2,5.1,19.7,9.8,83.7,16.4,0,0,0,5.5,0,8.6,70.3,75.8,57.1,75.2,212.1,12.7,44.2,16.1,234.5,"High","Not Found","Not Found","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5817","TdactyloidesS_mRNA5817",0,9.226,15,2,2,2,169,18.3,5.15,6.31,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5817",NA,NA,0,0,4.905,2.58448062129268e-06,33.9,166.1,22.22,55.52,9.1,16.5,10.9,11.3,15.4,24.9,36.9,20,78.7,68.7,33.6,190.9,39.7,95.2,42.6,66.7,32.4,36.4,35.8,23.1,26.3,24.9,38.9,43.4,188.8,149.7,100.7,374.2,98.9,213.7,70,186.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA22713","TdactyloidesS_mRNA22713",0,124.605,55,7,562,2,154,17.2,7.43,2037.5,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA22713",NA,NA,0,0,4.228,3.66878225066536e-06,38.3,161.7,51.93,32.27,75.4,74,106.7,45.3,121.7,195,413.8,238.4,222.4,562.1,385.4,508.6,252,446.7,328.7,415.2,268.8,163.1,350.9,92.8,208.1,195,436.1,517.3,533.4,1224.8,1155.4,997.1,627.6,1002.6,540,1163.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43544","TdactyloidesS_mRNA43544",0,480.869,72,51,372,41,873,97.8,6.48,1321.97,51,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43544",NA,NA,0,12,4.188,4.24269883780859e-06,38.5,161.5,79.41,74.59,514.5,5621.7,790.3,5643.8,2903,4839.4,1494.3,1476.1,5814.6,8947.5,14303.1,13062,8062.3,3012.6,2658.7,1921.2,1833.9,12390.4,2598.7,11558.5,4964,4839.4,1574.8,3203,13946.9,19495.9,42879.7,25607.2,20078.6,6761.5,4367.4,5381.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA696","TdactyloidesS_mRNA696",0,295.924,28,7,211,7,401,44.5,7.44,1009.71,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA696",NA,NA,0,0,0.247,6.29639221605416e-06,160.3,39.7,39.64,64.38,367.3,1113.5,440.3,724.6,1083,1695.3,1232.6,168.8,439.9,80.4,225.5,266.9,163.1,125.5,197,73.8,1309.2,2454.2,1447.8,1484,1851.9,1695.3,1299,366.3,1055.1,175.2,676,523.2,406.2,281.7,323.6,206.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA15905","TdactyloidesS_mRNA15905",0,214.958,58,32,155,16,703,75.6,6.65,600.41,32,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA15905",NA,NA,0,0,0.252,8.5900768627134e-06,159.7,40.3,81.92,23.59,174.8,315.8,171.5,600.9,1582.1,3124.6,531.6,311.3,70.4,91.8,76.5,77,67.9,79.3,107.9,32.1,623.1,696,563.9,1230.6,2705.3,3124.6,560.2,675.5,168.9,200,229.3,151,169.1,178,177.2,89.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA46815","TdactyloidesS_mRNA46815",0,52.406,46,7,56,2,162,17.5,5.76,203.11,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA46815",NA,NA,0,0,3.93,9.68901249831511e-06,40.6,159.4,63.74,33.2,103.5,63.8,58.9,31.6,54.4,113.6,399.1,114.9,356.1,295.1,208.6,556,262.7,488.4,370.7,140.6,368.9,140.6,193.7,64.7,93,113.6,420.6,249.3,854.1,643,625.4,1090,654.2,1096.2,608.9,393.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA63515","TdactyloidesS_mRNA63515",0,203.322,46,30,99,23,816,92.9,6.51,356.02,30,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA63515",NA,NA,0,0,0.257,1.10471769863008e-05,159.1,40.9,58.17,54.16,222.9,1025.1,312.5,1323.4,1671.2,4113.5,823,707,235.1,444.4,296.4,265,113.5,117.7,267.8,80.7,794.5,2259.4,1027.6,2710.3,2857.7,4113.5,867.3,1534.1,563.9,968.3,888.6,519.5,282.7,264.2,439.9,226.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA859","TdactyloidesS_mRNA859",0,79.431,41,16,42,4,481,53,5.02,159.34,16,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA859",NA,NA,0,1,0.221,1.16428709191485e-05,163.7,36.3,14.99,55.9,75.9,161.8,93.1,117,150.3,303,245.8,161.8,41.6,78,21,38.7,14.3,18,38.5,22.7,270.5,356.6,306.1,239.6,257,303,259,351.1,99.8,170,63,75.9,35.6,40.4,63.2,63.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA12807","TdactyloidesS_mRNA12807",0,47.511,33,9,18,9,349,39.2,5.43,62.22,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA12807",NA,NA,0,0,4.053,1.17753184056824e-05,39.6,160.4,36.91,67.69,17,10.1,10.3,25.2,39.6,71.5,65,40.7,91.2,97.9,52,60.2,151.4,255.9,187.6,286,60.6,22.3,33.9,51.6,67.7,71.5,68.5,88.3,218.8,213.3,155.9,118,377.1,574.3,308.2,801.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA39005","TdactyloidesS_mRNA39005",0,103.853,38,19,40,8,749,78.7,7.03,141.89,19,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA39005",NA,NA,0,10,0.261,1.41225574485926e-05,158.6,41.4,55.12,87.67,648.3,1229.5,754.2,2936.3,1179.7,1568.8,1251.8,1238.1,659.9,237.3,194.9,1589.5,179.4,297.9,168.3,536,2310.8,2709.9,2480,6013.5,2017.2,1568.8,1319.2,2686.6,1582.8,517.1,584.3,3116.1,446.8,668.6,276.5,1501.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA24479","TdactyloidesS_mRNA24479",0,41.305,23,7,9,7,533,59.4,7.88,35.55,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA24479",NA,NA,0,0,0.224,1.43004579891137e-05,163.4,36.6,39.59,48.77,184,256.3,179.4,161.2,159.9,281.3,254.8,150,50,52.2,16.1,63.2,18.8,24.2,17.2,35.5,655.9,564.9,589.9,330.1,273.4,281.3,268.5,325.5,119.9,113.7,48.3,123.9,46.8,54.3,28.3,99.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA66582","TdactyloidesS_mRNA66582",0,9.533,27,3,4,3,114,12,10.18,13.9,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA66582",NA,NA,0,0,4.792,1.58072163265466e-05,34.5,165.5,56.47,83.18,4.6,0,5.9,5.9,3.9,9.4,20.3,16.6,79.5,149.1,86.3,23.8,22.8,13.2,52.4,25.6,16.4,0,19.4,12.1,6.7,9.4,21.4,36,190.7,324.9,258.7,46.7,56.8,29.6,86.1,71.7,"High","Not Found","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA28587","TdactyloidesS_mRNA28587",0,54.85,55,7,35,6,165,17.8,9.07,119.58,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA28587",NA,NA,0,0,3.709,1.59727398469922e-05,42.5,157.5,37.87,27,60,29.9,61,59.1,60.2,100.7,148.2,55.5,190.7,198.1,183.5,364.4,145.2,195.3,180.3,169.3,213.9,65.9,200.6,121,102.9,100.7,156.2,120.4,457.4,431.6,550.1,714.4,361.6,438.3,296.2,474.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA26184","TdactyloidesS_mRNA26184",0,117.505,59,11,44,6,261,29.1,5.41,191.91,11,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA26184",NA,NA,0,3,0.238,1.64096042065687e-05,161.5,38.5,58.92,32.37,59.3,166,56.1,319.4,432.9,992.9,271.5,205.8,69.3,44.8,48.6,48.5,22.8,41.5,61.2,32.7,211.4,365.9,184.5,654.1,740.2,992.9,286.1,446.6,166.2,97.6,145.7,95.1,56.8,93.1,100.5,91.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA44302","TdactyloidesS_mRNA44302",0,28.82,50,9,14,9,221,23.1,7.94,42.59,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA44302",NA,NA,0,0,3.898,1.69015920896687e-05,40.8,159.2,165.91,77.65,347.9,26.6,113.8,21.9,29.5,31.7,61.1,64.2,199.3,129.6,270.2,244.7,52.5,90.5,51.4,40.5,1240.1,58.6,374.2,44.9,50.4,31.7,64.4,139.3,478,282.4,810,479.7,130.7,203.1,84.4,113.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA1014","TdactyloidesS_mRNA1014",0,5.267,12,2,2,2,269,28.8,5.27,7.52,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA1014",NA,NA,0,0,4.375,2.1910188207741e-05,37.2,162.8,100.42,217.12,0,5.5,0,25.2,6.6,6.7,8,5.5,7.6,0,7.8,25.9,119.3,24.2,1499,6.5,0,12.1,0,51.6,11.3,6.7,8.4,11.9,18.2,0,23.4,50.8,297.1,54.3,2462.4,18.2,"Not Found","High","Not Found","High","High","High","High","High","High","Not Found","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA64536","TdactyloidesS_mRNA64536",0,120.882,41,19,51,10,660,72.6,6.92,196.38,19,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA64536",NA,NA,0,6,3.729,2.39264239323411e-05,42.3,157.7,18.56,24.98,107.2,284.9,137.8,284.3,307.3,441,602.5,290.4,1349.9,849.6,646.7,1588.3,881,826.9,1619.1,664.9,382.1,627.9,453.1,582.2,525.5,441,635,630.1,3237.9,1851.2,1938.8,3113.8,2194.1,1855.9,2659.7,1862.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA22751","TdactyloidesS_mRNA22751",0,23.745,40,5,21,1,157,17.5,11.12,73.4,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA22751",NA,NA,0,0,4.378,2.52704611045651e-05,37.2,162.8,71,58.51,6.1,26.7,27.9,16.5,10.7,14.2,15.8,24.3,21.1,96,68.8,63.5,22.4,50.4,19.1,57.3,21.7,58.8,91.7,33.8,18.3,14.2,16.7,52.7,50.6,209.2,206.3,124.5,55.8,113.1,31.4,160.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA35502","TdactyloidesS_mRNA35502",0,5.474,28,2,3,2,71,7.1,10.29,10.37,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA35502",NA,NA,0,0,0.182,2.87101465001882e-05,169.2,30.8,52.49,73.78,29.9,0,54.8,9.7,59.6,146.8,237.1,68.7,20.3,5.7,3.8,0,6.4,19.9,45.2,0,106.6,0,180.2,19.9,101.9,146.8,249.9,149.1,48.7,12.4,11.4,0,15.9,44.7,74.2,0,"High","Not Found","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA53172","TdactyloidesS_mRNA53172",0,130.947,58,12,70,11,279,29.1,8.37,272.95,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA53172",NA,NA,0,1,3.671,2.98684313440045e-05,42.8,157.2,82.34,62.88,376.2,269.1,254.3,72.2,140.3,126.5,191.2,300.7,345.7,846.4,593.4,1085.4,345.8,1519.7,225.3,384.8,1340.9,593.1,836.2,147.9,239.9,126.5,201.5,652.5,829.2,1844.2,1779,2127.9,861.2,3410.8,370.1,1077.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA64392","TdactyloidesS_mRNA64392",0,501.487,71,37,538,16,651,71.4,5.38,2000.67,37,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA64392",NA,NA,0,0,3.645,3.29993863243949e-05,43.1,156.9,65.19,31.39,873.8,353.9,833.9,416.1,820.2,1239.6,3526,2309.8,2823.6,1443,1567.5,3165,3029.7,4172,5151.1,3218.4,3114.6,780,2742.1,852.2,1402.5,1239.6,3715.9,5012.1,6772.7,3144.2,4699.3,6204.8,7545.3,9363.7,8461.7,9015.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA2223","TdactyloidesS_mRNA2223",0,33.876,22,5,7,5,328,36.3,7.91,29.1,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA2223",NA,NA,0,0,0.237,4.03742484398339e-05,161.7,38.3,86.41,52.14,29.8,215.3,40.1,384.4,263.5,1142.5,168.9,76.5,31.7,67.4,35.5,25.8,29.9,17.7,36.9,10.8,106.2,474.5,131.9,787.2,450.6,1142.5,178,166,76,146.9,106.4,50.6,74.5,39.7,60.6,30.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA33656","TdactyloidesS_mRNA33656",0,36.088,19,7,13,7,640,70.4,5.92,43.44,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA33656",NA,NA,0,0,3.531,5.14555549382401e-05,44.1,155.9,60.29,25.42,201.8,91.3,122.1,64.6,131,170.1,268.1,200.6,413.7,431.2,215.1,421.2,301.3,534.1,511.2,490.7,719.3,201.2,401.5,132.3,224,170.1,282.5,435.3,992.3,939.6,644.9,825.7,750.4,1198.7,839.7,1374.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA2466","TdactyloidesS_mRNA2466",0,33.583,52,8,20,8,222,24.9,6.01,57.67,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA2466",NA,NA,0,0,3.474,5.42771588760704e-05,44.7,155.3,54.57,58.06,84.3,52.2,67,73.6,102.3,267.8,538.2,119.9,697.1,182.2,253.5,291.7,453.8,405.6,1065.1,113.4,300.5,115.1,220.3,150.7,174.9,267.8,567.2,260.2,1672.1,397,760,571.9,1130.2,910.3,1749.6,317.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA23200","TdactyloidesS_mRNA23200",0,90.167,64,9,71,4,162,17.6,6.24,261.96,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA23200",NA,NA,0,5,3.466,6.6305678817713e-05,44.8,155.2,62.15,40.88,416.2,259,251.1,133.4,292.9,485.6,1747.2,632.1,1106.8,1246.6,711.4,2430,770.3,1263.4,812.3,676.7,1483.5,570.8,825.7,273.2,500.8,485.6,1841.3,1371.6,2654.8,2716.2,2132.7,4763.9,1918.4,2835.6,1334.4,1895.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA41474","TdactyloidesS_mRNA41474",0,19.708,7,2,5,2,553,60.1,8.82,20.22,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA41474",NA,NA,0,0,3.839,6.67509609333372e-05,41.3,158.7,43.37,86.07,0,0,3.2,0,4.5,6.5,16.2,8,53.3,6.1,9.9,14.3,9.6,24.5,37.7,57.8,0,0,10.5,0,7.7,6.5,17.1,17.4,127.8,13.3,29.7,28,23.9,55,61.9,161.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA36574","TdactyloidesS_mRNA36574",0,183.034,53,12,113,12,317,34.5,8.41,442.11,12,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA36574",NA,NA,0,0,3.454,6.94337120226152e-05,44.9,155.1,53.92,28.51,802.5,443.5,587.7,297.5,581,765.2,1174.9,795.2,1627.1,2504.6,1667,1918.2,2106.9,1374.1,1949.7,823.8,2860.5,977.5,1932.5,609.3,993.5,765.2,1238.2,1725.5,3902.8,5457.3,4997.5,3760.5,5247.1,3084,3202.8,2307.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA51077","TdactyloidesS_mRNA51077",0,29.511,35,6,8,5,311,33.2,6.95,30.87,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA51077",NA,NA,0,0,0.202,6.94894205086616e-05,166.3,33.7,110.43,48.62,15.2,34.2,17.9,49.4,71.9,490,71.5,37.4,6.5,14.4,11.3,8.2,4.6,4.5,12.2,4.2,54.2,75.4,58.9,101.2,122.9,490,75.4,81.2,15.6,31.4,33.9,16.1,11.5,10.1,20,11.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA30531","TdactyloidesS_mRNA30531",0,29.956,35,5,15,5,212,22.9,8.82,57.06,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA30531",NA,NA,0,0,0.257,7.16957722275424e-05,159.1,40.9,35.72,26.82,92,165.6,68.2,222.4,239.1,424.1,191.3,69.1,43.4,45.7,28.9,55.6,22.1,40.6,40.4,18.7,327.9,365,224.3,455.5,408.8,424.1,201.6,149.9,104.1,99.6,86.6,109,55,91.1,66.4,52.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA8127","TdactyloidesS_mRNA8127",0,16.603,25,3,5,3,181,19.3,5.38,17.94,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8127",NA,NA,0,0,4.176,8.70356741842215e-05,38.6,161.4,41.11,16.05,5.6,5.9,5.4,0,5.2,8.8,5.3,6.5,20.9,27.3,15.1,34.7,21.8,24.2,32.5,26,20,13,17.8,0,8.9,8.8,5.6,14.1,50.1,59.5,45.3,68,54.3,54.3,53.4,72.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA60783","TdactyloidesS_mRNA60783",0,12.165,15,4,5,4,305,32.9,5.41,13.39,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA60783",NA,NA,0,0,4.452,9.30532259577621e-05,36.7,163.3,55.51,110.1,0,9.4,8.6,0,4.8,14.6,8.7,16.1,52.9,185.8,29.4,68.4,10,30.3,8,18.2,0,20.7,28.3,0,8.2,14.6,9.2,34.9,126.9,404.8,88.1,134.1,24.9,68,13.1,51,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA58","TdactyloidesS_mRNA58",0,61.709,51,8,18,8,319,33.2,6.37,74.88,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA58",NA,NA,0,0,0.27,9.77614201851384e-05,157.5,42.5,96.36,111.62,97.6,117.5,211.2,155.1,1240.7,683.2,568.9,82.3,73.8,45.7,119,55.2,45.9,396.7,81.1,31.5,347.9,259,694.5,317.6,2121.5,683.2,599.5,178.6,177,99.6,356.8,108.2,114.3,890.4,133.2,88.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA38554","TdactyloidesS_mRNA38554",0,77.897,40,20,35,18,399,44.4,7.01,117.87,20,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA38554",NA,NA,0,0,3.34,0.000132864802932398,46.1,153.9,33.15,52.13,39.1,35.3,38.3,101.4,49.9,128,136.9,43.9,78.8,100,217.3,439,157.7,241,158.1,163.5,139.4,77.8,125.9,207.7,85.3,128,144.3,95.3,189,217.9,651.4,860.6,392.7,540.9,259.7,458,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA22227","TdactyloidesS_mRNA22227",0,55.956,43,8,25,6,334,35.7,8.02,94.46,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA22227",NA,NA,0,1,0.308,0.00014212824389892,152.8,47.2,86.34,76.23,91.4,1369.3,142.1,1563.3,828.8,2274.6,319.9,196.3,148.6,437.2,178,137.6,61.2,64.7,127.4,83.4,325.8,3018,467.3,3201.6,1417.2,2274.6,337.1,426,356.4,952.6,533.6,269.8,152.4,145.2,209.3,233.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
